"","disease","year","target_deaths_averted","observed_deaths_averted","gap","region"
"303","T",2021,1957.75193266526,1839.32073002782,-118.431202637445,"PAHO"
"304","T",2022,1969.91521972038,1896.08438413651,-73.8308355838669,"PAHO"
"305","T",2019,3167.36905465005,3254.4268161434,87.0577614933486,"WPRO"
"306","T",2020,3084.60804197608,3193.68079219182,109.072750215744,"WPRO"
"307","T",2021,2857.50473593407,2713.65205290879,-143.85268302528,"WPRO"
"308","T",2022,2771.54346790641,2826.20871491289,54.6652470064837,"WPRO"
"309","T",2019,18682.8407047584,18684.0799693554,1.23926459696304,"SEARO"
"310","T",2020,18352.3165558095,17165.4103925855,-1186.90616322404,"SEARO"
"311","T",2021,18089.3056679949,16334.6304054939,-1754.675262501,"SEARO"
"312","T",2022,18145.1794622694,18144.417909104,-0.761553165488294,"SEARO"
"313","TB",2019,12647.7502551299,13297.665570446,649.915315316079,"EMRO"
"314","TB",2020,12687.7395352673,13275.5069420183,587.767406750938,"EMRO"
"315","TB",2021,12783.8444393741,13354.7979322672,570.953492893064,"EMRO"
"316","TB",2022,12953.8437308937,13696.1570874113,742.313356517549,"EMRO"
"317","TB",2019,45838.548376573,47549.1514518849,1710.60307531185,"AFRO"
"318","TB",2020,46594.8684164022,47122.8291393495,527.960722947355,"AFRO"
"319","TB",2021,47185.3962312352,46017.6535284426,-1167.74270279259,"AFRO"
"320","TB",2022,48534.2823174321,47449.8751033052,-1084.40721412691,"AFRO"
"321","TB",2019,1399.23479453493,1399.22337608185,-0.0114184530771126,"EURO"
"322","TB",2020,1365.90303884263,1374.09862641356,8.19558757092591,"EURO"
"323","TB",2021,1351.74715746462,1357.20431555054,5.45715808591513,"EURO"
"324","TB",2022,1325.87316796114,1331.08424724526,5.21107928412243,"EURO"
"325","TB",2019,2479.59774890997,2536.23548514215,56.6377362321782,"PAHO"
"326","TB",2020,2451.98202564438,2216.70281211327,-235.279213531112,"PAHO"
"327","TB",2021,2422.23086289647,2392.41685674765,-29.8140061488161,"PAHO"
"328","TB",2022,2430.44721512684,2465.26147573994,34.8142606130996,"PAHO"
"329","TB",2019,50691.9318553437,50691.9318553437,0,"SEARO"
"330","TB",2020,49765.1830725284,46577.0207285521,-3188.16234397629,"SEARO"
"331","TB",2021,49038.1834752179,44438.1655025638,-4600.01797265415,"SEARO"
"332","TB",2022,49068.3135218295,48567.4650964501,-500.848425379336,"SEARO"
"333","TB",2019,4633.56410900455,4466.38225135397,-167.181857650588,"WPRO"
"334","TB",2020,4582.69740585186,4262.15926459776,-320.538141254099,"WPRO"
"335","TB",2021,4423.28891895602,3484.69153794377,-938.597381012246,"WPRO"
"336","TB",2022,4364.2877543473,3933.9760451809,-430.31170916639,"WPRO"
"337","YF",2019,141012.025660174,120417.558666097,-20594.4669940768,"AFRO"
"338","YF",2020,143439.762628674,119823.445942979,-23616.3166856948,"AFRO"
"339","YF",2021,145872.000092568,118757.642323329,-27114.3577692387,"AFRO"
"340","YF",2022,151970.267691238,119325.241134319,-32645.0265569189,"AFRO"
"341","YF",2019,4801.1371922226,4916.82097969742,115.68378747482,"PAHO"
"342","YF",2020,4733.17802767874,4566.82739953991,-166.350628138831,"PAHO"
"343","YF",2021,4641.24134132345,4519.57808908611,-121.663252237347,"PAHO"
"344","YF",2022,4872.95268226869,4438.34985562421,-434.602826644475,"PAHO"
