"v_at_id","location_id","age","sex_id","year","value","location_name","location_iso3","vaccine","activity_type"
2,1,9,2,2020,0,"Afghanistan","AFG","HPV","routine"
2,1,9,2,2021,0,"Afghanistan","AFG","HPV","routine"
2,1,9,2,2022,0,"Afghanistan","AFG","HPV","routine"
2,1,9,2,2023,0,"Afghanistan","AFG","HPV","routine"
2,1,9,2,2024,0,"Afghanistan","AFG","HPV","routine"
2,1,9,2,2025,0.72,"Afghanistan","AFG","HPV","routine"
2,1,9,2,2026,0.69,"Afghanistan","AFG","HPV","routine"
2,1,9,2,2027,0.7425,"Afghanistan","AFG","HPV","routine"
2,1,9,2,2028,0.795,"Afghanistan","AFG","HPV","routine"
2,1,9,2,2029,0.8475,"Afghanistan","AFG","HPV","routine"
2,1,9,2,2030,0.9,"Afghanistan","AFG","HPV","routine"
2,2,10,2,2020,0,"Albania","ALB","HPV","routine"
2,2,10,2,2021,0.6,"Albania","ALB","HPV","routine"
2,2,10,2,2022,0.86,"Albania","ALB","HPV","routine"
2,2,10,2,2023,0.86,"Albania","ALB","HPV","routine"
2,2,10,2,2024,0.86,"Albania","ALB","HPV","routine"
2,2,10,2,2025,0.86,"Albania","ALB","HPV","routine"
2,2,10,2,2026,0.86,"Albania","ALB","HPV","routine"
2,2,10,2,2027,0.87,"Albania","ALB","HPV","routine"
2,2,10,2,2028,0.88,"Albania","ALB","HPV","routine"
2,2,10,2,2029,0.89,"Albania","ALB","HPV","routine"
2,2,10,2,2030,0.9,"Albania","ALB","HPV","routine"
2,3,10,2,2020,0,"Algeria","DZA","HPV","routine"
2,3,10,2,2021,0,"Algeria","DZA","HPV","routine"
2,3,10,2,2022,0,"Algeria","DZA","HPV","routine"
2,3,10,2,2023,0,"Algeria","DZA","HPV","routine"
2,3,10,2,2024,0,"Algeria","DZA","HPV","routine"
2,3,10,2,2025,0.72,"Algeria","DZA","HPV","routine"
2,3,10,2,2026,0.9,"Algeria","DZA","HPV","routine"
2,3,10,2,2027,0.9,"Algeria","DZA","HPV","routine"
2,3,10,2,2028,0.9,"Algeria","DZA","HPV","routine"
2,3,10,2,2029,0.9,"Algeria","DZA","HPV","routine"
2,3,10,2,2030,0.9,"Algeria","DZA","HPV","routine"
2,5,9,2,2020,0,"Angola","AGO","HPV","routine"
2,5,9,2,2021,0.36,"Angola","AGO","HPV","routine"
2,5,9,2,2022,0.42,"Angola","AGO","HPV","routine"
2,5,9,2,2023,0.42,"Angola","AGO","HPV","routine"
2,5,9,2,2024,0.43,"Angola","AGO","HPV","routine"
2,5,9,2,2025,0.43,"Angola","AGO","HPV","routine"
2,5,9,2,2026,0.43,"Angola","AGO","HPV","routine"
2,5,9,2,2027,0.5475,"Angola","AGO","HPV","routine"
2,5,9,2,2028,0.665,"Angola","AGO","HPV","routine"
2,5,9,2,2029,0.7825,"Angola","AGO","HPV","routine"
2,5,9,2,2030,0.9,"Angola","AGO","HPV","routine"
2,6,9,1,2020,0.63,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,1,2021,0.7,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,1,2022,0.7,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,1,2023,0.7,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,1,2024,0.7,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,1,2025,0.7,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,1,2026,0.7,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,2,2020,0.63,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,2,2021,0.7,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,2,2022,0.7,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,2,2023,0.7,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,2,2024,0.7,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,2,2025,0.7,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,2,2026,0.7,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,1,2027,0.75,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,2,2027,0.75,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,1,2028,0.8,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,2,2028,0.8,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,1,2029,0.85,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,2,2029,0.85,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,1,2030,0.9,"Antigua and Barbuda","ATG","HPV","routine"
2,6,9,2,2030,0.9,"Antigua and Barbuda","ATG","HPV","routine"
2,7,11,1,2020,0.8,"Argentina","ARG","HPV","routine"
2,7,11,1,2021,0.8,"Argentina","ARG","HPV","routine"
2,7,11,1,2022,0.9,"Argentina","ARG","HPV","routine"
2,7,11,1,2023,0.9,"Argentina","ARG","HPV","routine"
2,7,11,1,2024,0.9,"Argentina","ARG","HPV","routine"
2,7,11,1,2025,0.9,"Argentina","ARG","HPV","routine"
2,7,11,1,2026,0.9,"Argentina","ARG","HPV","routine"
2,7,11,2,2020,0.8,"Argentina","ARG","HPV","routine"
2,7,11,2,2021,0.8,"Argentina","ARG","HPV","routine"
2,7,11,2,2022,0.9,"Argentina","ARG","HPV","routine"
2,7,11,2,2023,0.9,"Argentina","ARG","HPV","routine"
2,7,11,2,2024,0.9,"Argentina","ARG","HPV","routine"
2,7,11,2,2025,0.9,"Argentina","ARG","HPV","routine"
2,7,11,2,2026,0.9,"Argentina","ARG","HPV","routine"
2,7,11,1,2027,0.9,"Argentina","ARG","HPV","routine"
2,7,11,2,2027,0.9,"Argentina","ARG","HPV","routine"
2,7,11,1,2028,0.9,"Argentina","ARG","HPV","routine"
2,7,11,2,2028,0.9,"Argentina","ARG","HPV","routine"
2,7,11,1,2029,0.9,"Argentina","ARG","HPV","routine"
2,7,11,2,2029,0.9,"Argentina","ARG","HPV","routine"
2,7,11,1,2030,0.9,"Argentina","ARG","HPV","routine"
2,7,11,2,2030,0.9,"Argentina","ARG","HPV","routine"
2,8,13,2,2020,0.83,"Armenia","ARM","HPV","routine"
2,8,13,2,2021,0.83,"Armenia","ARM","HPV","routine"
2,8,13,2,2022,0.9,"Armenia","ARM","HPV","routine"
2,8,13,2,2023,0.9,"Armenia","ARM","HPV","routine"
2,8,13,2,2024,0.9,"Armenia","ARM","HPV","routine"
2,8,13,2,2025,0.9,"Armenia","ARM","HPV","routine"
2,8,13,2,2026,0.9,"Armenia","ARM","HPV","routine"
2,8,13,2,2027,0.9,"Armenia","ARM","HPV","routine"
2,8,13,2,2028,0.9,"Armenia","ARM","HPV","routine"
2,8,13,2,2029,0.9,"Armenia","ARM","HPV","routine"
2,8,13,2,2030,0.9,"Armenia","ARM","HPV","routine"
2,9,12,2,2020,0.9,"Australia","AUS","HPV","routine"
2,9,12,2,2021,0.9,"Australia","AUS","HPV","routine"
2,9,12,2,2022,0.9,"Australia","AUS","HPV","routine"
2,9,12,2,2023,0.9,"Australia","AUS","HPV","routine"
2,9,12,2,2024,0.9,"Australia","AUS","HPV","routine"
2,9,12,2,2025,0.9,"Australia","AUS","HPV","routine"
2,9,12,2,2026,0.9,"Australia","AUS","HPV","routine"
2,9,12,1,2020,0.9,"Australia","AUS","HPV","routine"
2,9,12,1,2021,0.9,"Australia","AUS","HPV","routine"
2,9,12,1,2022,0.9,"Australia","AUS","HPV","routine"
2,9,12,1,2023,0.9,"Australia","AUS","HPV","routine"
2,9,12,1,2024,0.9,"Australia","AUS","HPV","routine"
2,9,12,1,2025,0.9,"Australia","AUS","HPV","routine"
2,9,12,1,2026,0.9,"Australia","AUS","HPV","routine"
2,9,12,2,2027,0.9,"Australia","AUS","HPV","routine"
2,9,12,1,2027,0.9,"Australia","AUS","HPV","routine"
2,9,12,2,2028,0.9,"Australia","AUS","HPV","routine"
2,9,12,1,2028,0.9,"Australia","AUS","HPV","routine"
2,9,12,2,2029,0.9,"Australia","AUS","HPV","routine"
2,9,12,1,2029,0.9,"Australia","AUS","HPV","routine"
2,9,12,2,2030,0.9,"Australia","AUS","HPV","routine"
2,9,12,1,2030,0.9,"Australia","AUS","HPV","routine"
2,10,9,1,2020,0.75,"Austria","AUT","HPV","routine"
2,10,9,1,2021,0.75,"Austria","AUT","HPV","routine"
2,10,9,1,2022,0.75,"Austria","AUT","HPV","routine"
2,10,9,1,2023,0.75,"Austria","AUT","HPV","routine"
2,10,9,1,2024,0.75,"Austria","AUT","HPV","routine"
2,10,9,1,2025,0.75,"Austria","AUT","HPV","routine"
2,10,9,1,2026,0.75,"Austria","AUT","HPV","routine"
2,10,9,2,2020,0.75,"Austria","AUT","HPV","routine"
2,10,9,2,2021,0.75,"Austria","AUT","HPV","routine"
2,10,9,2,2022,0.75,"Austria","AUT","HPV","routine"
2,10,9,2,2023,0.75,"Austria","AUT","HPV","routine"
2,10,9,2,2024,0.75,"Austria","AUT","HPV","routine"
2,10,9,2,2025,0.75,"Austria","AUT","HPV","routine"
2,10,9,2,2026,0.75,"Austria","AUT","HPV","routine"
2,10,9,1,2027,0.7875,"Austria","AUT","HPV","routine"
2,10,9,2,2027,0.7875,"Austria","AUT","HPV","routine"
2,10,9,1,2028,0.825,"Austria","AUT","HPV","routine"
2,10,9,2,2028,0.825,"Austria","AUT","HPV","routine"
2,10,9,1,2029,0.8625,"Austria","AUT","HPV","routine"
2,10,9,2,2029,0.8625,"Austria","AUT","HPV","routine"
2,10,9,1,2030,0.9,"Austria","AUT","HPV","routine"
2,10,9,2,2030,0.9,"Austria","AUT","HPV","routine"
2,11,11,2,2020,0,"Azerbaijan","AZE","HPV","routine"
2,11,11,2,2021,0,"Azerbaijan","AZE","HPV","routine"
2,11,11,2,2022,0,"Azerbaijan","AZE","HPV","routine"
2,11,11,2,2023,0,"Azerbaijan","AZE","HPV","routine"
2,11,11,2,2024,0.81,"Azerbaijan","AZE","HPV","routine"
2,11,11,2,2025,0.77,"Azerbaijan","AZE","HPV","routine"
2,11,11,2,2026,0.77,"Azerbaijan","AZE","HPV","routine"
2,11,11,2,2027,0.8025,"Azerbaijan","AZE","HPV","routine"
2,11,11,2,2028,0.835,"Azerbaijan","AZE","HPV","routine"
2,11,11,2,2029,0.8675,"Azerbaijan","AZE","HPV","routine"
2,11,11,2,2030,0.9,"Azerbaijan","AZE","HPV","routine"
2,12,11,1,2020,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,1,2021,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,1,2022,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,1,2023,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,1,2024,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,1,2025,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,1,2026,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,2,2020,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,2,2021,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,2,2022,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,2,2023,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,2,2024,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,2,2025,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,2,2026,0.7,"Bahamas","BHS","HPV","routine"
2,12,11,1,2027,0.75,"Bahamas","BHS","HPV","routine"
2,12,11,2,2027,0.75,"Bahamas","BHS","HPV","routine"
2,12,11,1,2028,0.8,"Bahamas","BHS","HPV","routine"
2,12,11,2,2028,0.8,"Bahamas","BHS","HPV","routine"
2,12,11,1,2029,0.85,"Bahamas","BHS","HPV","routine"
2,12,11,2,2029,0.85,"Bahamas","BHS","HPV","routine"
2,12,11,1,2030,0.9,"Bahamas","BHS","HPV","routine"
2,12,11,2,2030,0.9,"Bahamas","BHS","HPV","routine"
2,13,11,2,2020,0,"Bahrain","BHR","HPV","routine"
2,13,11,2,2021,0,"Bahrain","BHR","HPV","routine"
2,13,11,2,2022,0,"Bahrain","BHR","HPV","routine"
2,13,11,2,2023,0.65,"Bahrain","BHR","HPV","routine"
2,13,11,2,2024,0.52,"Bahrain","BHR","HPV","routine"
2,13,11,2,2025,0.59,"Bahrain","BHR","HPV","routine"
2,13,11,2,2026,0.65,"Bahrain","BHR","HPV","routine"
2,13,11,2,2027,0.7125,"Bahrain","BHR","HPV","routine"
2,13,11,2,2028,0.775,"Bahrain","BHR","HPV","routine"
2,13,11,2,2029,0.8375,"Bahrain","BHR","HPV","routine"
2,13,11,2,2030,0.9,"Bahrain","BHR","HPV","routine"
2,14,10,2,2020,0,"Bangladesh","BGD","HPV","routine"
2,14,10,2,2021,0,"Bangladesh","BGD","HPV","routine"
2,14,10,2,2022,0.9,"Bangladesh","BGD","HPV","routine"
2,14,10,2,2023,0.9,"Bangladesh","BGD","HPV","routine"
2,14,10,2,2024,0.9,"Bangladesh","BGD","HPV","routine"
2,14,10,2,2025,0.9,"Bangladesh","BGD","HPV","routine"
2,14,10,2,2026,0.9,"Bangladesh","BGD","HPV","routine"
2,14,10,2,2027,0.9,"Bangladesh","BGD","HPV","routine"
2,14,10,2,2028,0.9,"Bangladesh","BGD","HPV","routine"
2,14,10,2,2029,0.9,"Bangladesh","BGD","HPV","routine"
2,14,10,2,2030,0.9,"Bangladesh","BGD","HPV","routine"
2,15,11,1,2020,0.33,"Barbados","BRB","HPV","routine"
2,15,11,1,2021,0.36,"Barbados","BRB","HPV","routine"
2,15,11,1,2022,0.39,"Barbados","BRB","HPV","routine"
2,15,11,1,2023,0.42,"Barbados","BRB","HPV","routine"
2,15,11,1,2024,0.45,"Barbados","BRB","HPV","routine"
2,15,11,1,2025,0.48,"Barbados","BRB","HPV","routine"
2,15,11,1,2026,0.51,"Barbados","BRB","HPV","routine"
2,15,11,2,2020,0.33,"Barbados","BRB","HPV","routine"
2,15,11,2,2021,0.36,"Barbados","BRB","HPV","routine"
2,15,11,2,2022,0.39,"Barbados","BRB","HPV","routine"
2,15,11,2,2023,0.42,"Barbados","BRB","HPV","routine"
2,15,11,2,2024,0.45,"Barbados","BRB","HPV","routine"
2,15,11,2,2025,0.48,"Barbados","BRB","HPV","routine"
2,15,11,2,2026,0.51,"Barbados","BRB","HPV","routine"
2,15,11,1,2027,0.6075,"Barbados","BRB","HPV","routine"
2,15,11,2,2027,0.6075,"Barbados","BRB","HPV","routine"
2,15,11,1,2028,0.705,"Barbados","BRB","HPV","routine"
2,15,11,2,2028,0.705,"Barbados","BRB","HPV","routine"
2,15,11,1,2029,0.8025,"Barbados","BRB","HPV","routine"
2,15,11,2,2029,0.8025,"Barbados","BRB","HPV","routine"
2,15,11,1,2030,0.9,"Barbados","BRB","HPV","routine"
2,15,11,2,2030,0.9,"Barbados","BRB","HPV","routine"
2,16,11,2,2020,0.6,"Belarus","BLR","HPV","routine"
2,16,11,2,2021,0.68,"Belarus","BLR","HPV","routine"
2,16,11,2,2022,0.86,"Belarus","BLR","HPV","routine"
2,16,11,2,2023,0.86,"Belarus","BLR","HPV","routine"
2,16,11,2,2024,0.86,"Belarus","BLR","HPV","routine"
2,16,11,2,2025,0.86,"Belarus","BLR","HPV","routine"
2,16,11,2,2026,0.86,"Belarus","BLR","HPV","routine"
2,16,11,2,2027,0.87,"Belarus","BLR","HPV","routine"
2,16,11,2,2028,0.88,"Belarus","BLR","HPV","routine"
2,16,11,2,2029,0.89,"Belarus","BLR","HPV","routine"
2,16,11,2,2030,0.9,"Belarus","BLR","HPV","routine"
2,17,12,2,2020,0.75,"Belgium","BEL","HPV","routine"
2,17,12,2,2021,0.75,"Belgium","BEL","HPV","routine"
2,17,12,2,2022,0.75,"Belgium","BEL","HPV","routine"
2,17,12,2,2023,0.75,"Belgium","BEL","HPV","routine"
2,17,12,2,2024,0.75,"Belgium","BEL","HPV","routine"
2,17,12,2,2025,0.75,"Belgium","BEL","HPV","routine"
2,17,12,2,2026,0.75,"Belgium","BEL","HPV","routine"
2,17,12,2,2027,0.7875,"Belgium","BEL","HPV","routine"
2,17,12,2,2028,0.825,"Belgium","BEL","HPV","routine"
2,17,12,2,2029,0.8625,"Belgium","BEL","HPV","routine"
2,17,12,2,2030,0.9,"Belgium","BEL","HPV","routine"
2,18,11,2,2020,0.7,"Belize","BLZ","HPV","routine"
2,18,11,2,2021,0.7,"Belize","BLZ","HPV","routine"
2,18,11,2,2022,0.81,"Belize","BLZ","HPV","routine"
2,18,11,2,2023,0.81,"Belize","BLZ","HPV","routine"
2,18,11,2,2024,0.81,"Belize","BLZ","HPV","routine"
2,18,11,2,2025,0.81,"Belize","BLZ","HPV","routine"
2,18,11,2,2026,0.81,"Belize","BLZ","HPV","routine"
2,18,11,2,2027,0.8325,"Belize","BLZ","HPV","routine"
2,18,11,2,2028,0.855,"Belize","BLZ","HPV","routine"
2,18,11,2,2029,0.8775,"Belize","BLZ","HPV","routine"
2,18,11,2,2030,0.9,"Belize","BLZ","HPV","routine"
2,19,9,2,2020,0,"Benin","BEN","HPV","routine"
2,19,9,2,2021,0,"Benin","BEN","HPV","routine"
2,19,9,2,2022,0.72,"Benin","BEN","HPV","routine"
2,19,9,2,2023,0.68,"Benin","BEN","HPV","routine"
2,19,9,2,2024,0.68,"Benin","BEN","HPV","routine"
2,19,9,2,2025,0.68,"Benin","BEN","HPV","routine"
2,19,9,2,2026,0.72,"Benin","BEN","HPV","routine"
2,19,9,2,2027,0.765,"Benin","BEN","HPV","routine"
2,19,9,2,2028,0.81,"Benin","BEN","HPV","routine"
2,19,9,2,2029,0.855,"Benin","BEN","HPV","routine"
2,19,9,2,2030,0.9,"Benin","BEN","HPV","routine"
2,20,12,2,2020,0.9,"Bhutan","BTN","HPV","routine"
2,20,12,2,2021,0.9,"Bhutan","BTN","HPV","routine"
2,20,12,2,2022,0.9,"Bhutan","BTN","HPV","routine"
2,20,12,2,2023,0.9,"Bhutan","BTN","HPV","routine"
2,20,12,2,2024,0.9,"Bhutan","BTN","HPV","routine"
2,20,12,2,2025,0.9,"Bhutan","BTN","HPV","routine"
2,20,12,2,2026,0.9,"Bhutan","BTN","HPV","routine"
2,20,12,2,2027,0.9,"Bhutan","BTN","HPV","routine"
2,20,12,2,2028,0.9,"Bhutan","BTN","HPV","routine"
2,20,12,2,2029,0.9,"Bhutan","BTN","HPV","routine"
2,20,12,2,2030,0.9,"Bhutan","BTN","HPV","routine"
2,21,10,2,2020,0.72,"Bolivia (Plurinational State of)","BOL","HPV","routine"
2,21,10,2,2021,0.72,"Bolivia (Plurinational State of)","BOL","HPV","routine"
2,21,10,2,2022,0.81,"Bolivia (Plurinational State of)","BOL","HPV","routine"
2,21,10,2,2023,0.81,"Bolivia (Plurinational State of)","BOL","HPV","routine"
2,21,10,2,2024,0.81,"Bolivia (Plurinational State of)","BOL","HPV","routine"
2,21,10,2,2025,0.81,"Bolivia (Plurinational State of)","BOL","HPV","routine"
2,21,10,2,2026,0.81,"Bolivia (Plurinational State of)","BOL","HPV","routine"
2,21,10,2,2027,0.8325,"Bolivia (Plurinational State of)","BOL","HPV","routine"
2,21,10,2,2028,0.855,"Bolivia (Plurinational State of)","BOL","HPV","routine"
2,21,10,2,2029,0.8775,"Bolivia (Plurinational State of)","BOL","HPV","routine"
2,21,10,2,2030,0.9,"Bolivia (Plurinational State of)","BOL","HPV","routine"
2,22,10,2,2020,0,"Bosnia and Herzegovina","BIH","HPV","routine"
2,22,10,2,2021,0,"Bosnia and Herzegovina","BIH","HPV","routine"
2,22,10,2,2022,0.69,"Bosnia and Herzegovina","BIH","HPV","routine"
2,22,10,2,2023,0.86,"Bosnia and Herzegovina","BIH","HPV","routine"
2,22,10,2,2024,0.86,"Bosnia and Herzegovina","BIH","HPV","routine"
2,22,10,2,2025,0.86,"Bosnia and Herzegovina","BIH","HPV","routine"
2,22,10,2,2026,0.86,"Bosnia and Herzegovina","BIH","HPV","routine"
2,22,10,2,2027,0.87,"Bosnia and Herzegovina","BIH","HPV","routine"
2,22,10,2,2028,0.88,"Bosnia and Herzegovina","BIH","HPV","routine"
2,22,10,2,2029,0.89,"Bosnia and Herzegovina","BIH","HPV","routine"
2,22,10,2,2030,0.9,"Bosnia and Herzegovina","BIH","HPV","routine"
2,23,9,2,2020,0.9,"Botswana","BWA","HPV","routine"
2,23,9,2,2021,0.9,"Botswana","BWA","HPV","routine"
2,23,9,2,2022,0.9,"Botswana","BWA","HPV","routine"
2,23,9,2,2023,0.9,"Botswana","BWA","HPV","routine"
2,23,9,2,2024,0.9,"Botswana","BWA","HPV","routine"
2,23,9,2,2025,0.9,"Botswana","BWA","HPV","routine"
2,23,9,2,2026,0.9,"Botswana","BWA","HPV","routine"
2,23,9,2,2027,0.9,"Botswana","BWA","HPV","routine"
2,23,9,2,2028,0.9,"Botswana","BWA","HPV","routine"
2,23,9,2,2029,0.9,"Botswana","BWA","HPV","routine"
2,23,9,2,2030,0.9,"Botswana","BWA","HPV","routine"
2,24,11,1,2020,0.9,"Brazil","BRA","HPV","routine"
2,24,11,1,2021,0.9,"Brazil","BRA","HPV","routine"
2,24,11,1,2022,0.9,"Brazil","BRA","HPV","routine"
2,24,11,1,2023,0.9,"Brazil","BRA","HPV","routine"
2,24,11,1,2024,0.9,"Brazil","BRA","HPV","routine"
2,24,11,1,2025,0.9,"Brazil","BRA","HPV","routine"
2,24,11,1,2026,0.9,"Brazil","BRA","HPV","routine"
2,24,11,2,2020,0.9,"Brazil","BRA","HPV","routine"
2,24,11,2,2021,0.9,"Brazil","BRA","HPV","routine"
2,24,11,2,2022,0.9,"Brazil","BRA","HPV","routine"
2,24,11,2,2023,0.9,"Brazil","BRA","HPV","routine"
2,24,11,2,2024,0.9,"Brazil","BRA","HPV","routine"
2,24,11,2,2025,0.9,"Brazil","BRA","HPV","routine"
2,24,11,2,2026,0.9,"Brazil","BRA","HPV","routine"
2,24,11,1,2027,0.9,"Brazil","BRA","HPV","routine"
2,24,11,2,2027,0.9,"Brazil","BRA","HPV","routine"
2,24,11,1,2028,0.9,"Brazil","BRA","HPV","routine"
2,24,11,2,2028,0.9,"Brazil","BRA","HPV","routine"
2,24,11,1,2029,0.9,"Brazil","BRA","HPV","routine"
2,24,11,2,2029,0.9,"Brazil","BRA","HPV","routine"
2,24,11,1,2030,0.9,"Brazil","BRA","HPV","routine"
2,24,11,2,2030,0.9,"Brazil","BRA","HPV","routine"
2,25,12,2,2020,0.9,"Brunei Darussalam","BRN","HPV","routine"
2,25,12,2,2021,0.9,"Brunei Darussalam","BRN","HPV","routine"
2,25,12,2,2022,0.9,"Brunei Darussalam","BRN","HPV","routine"
2,25,12,2,2023,0.9,"Brunei Darussalam","BRN","HPV","routine"
2,25,12,2,2024,0.9,"Brunei Darussalam","BRN","HPV","routine"
2,25,12,2,2025,0.9,"Brunei Darussalam","BRN","HPV","routine"
2,25,12,2,2026,0.9,"Brunei Darussalam","BRN","HPV","routine"
2,25,12,2,2027,0.9,"Brunei Darussalam","BRN","HPV","routine"
2,25,12,2,2028,0.9,"Brunei Darussalam","BRN","HPV","routine"
2,25,12,2,2029,0.9,"Brunei Darussalam","BRN","HPV","routine"
2,25,12,2,2030,0.9,"Brunei Darussalam","BRN","HPV","routine"
2,26,10,2,2020,0.08,"Bulgaria","BGR","HPV","routine"
2,26,10,2,2021,0.08,"Bulgaria","BGR","HPV","routine"
2,26,10,2,2022,0.08,"Bulgaria","BGR","HPV","routine"
2,26,10,2,2023,0.69,"Bulgaria","BGR","HPV","routine"
2,26,10,2,2024,0.86,"Bulgaria","BGR","HPV","routine"
2,26,10,2,2025,0.86,"Bulgaria","BGR","HPV","routine"
2,26,10,2,2026,0.86,"Bulgaria","BGR","HPV","routine"
2,26,10,2,2027,0.87,"Bulgaria","BGR","HPV","routine"
2,26,10,2,2028,0.88,"Bulgaria","BGR","HPV","routine"
2,26,10,2,2029,0.89,"Bulgaria","BGR","HPV","routine"
2,26,10,2,2030,0.9,"Bulgaria","BGR","HPV","routine"
2,27,9,2,2020,0,"Burkina Faso","BFA","HPV","routine"
2,27,9,2,2021,0.66,"Burkina Faso","BFA","HPV","routine"
2,27,9,2,2022,0.72,"Burkina Faso","BFA","HPV","routine"
2,27,9,2,2023,0.72,"Burkina Faso","BFA","HPV","routine"
2,27,9,2,2024,0.72,"Burkina Faso","BFA","HPV","routine"
2,27,9,2,2025,0.72,"Burkina Faso","BFA","HPV","routine"
2,27,9,2,2026,0.81,"Burkina Faso","BFA","HPV","routine"
2,27,9,2,2027,0.8325,"Burkina Faso","BFA","HPV","routine"
2,27,9,2,2028,0.855,"Burkina Faso","BFA","HPV","routine"
2,27,9,2,2029,0.8775,"Burkina Faso","BFA","HPV","routine"
2,27,9,2,2030,0.9,"Burkina Faso","BFA","HPV","routine"
2,28,10,2,2020,0,"Burundi","BDI","HPV","routine"
2,28,10,2,2021,0.57,"Burundi","BDI","HPV","routine"
2,28,10,2,2022,0.63,"Burundi","BDI","HPV","routine"
2,28,10,2,2023,0.63,"Burundi","BDI","HPV","routine"
2,28,10,2,2024,0.68,"Burundi","BDI","HPV","routine"
2,28,10,2,2025,0.68,"Burundi","BDI","HPV","routine"
2,28,10,2,2026,0.72,"Burundi","BDI","HPV","routine"
2,28,10,2,2027,0.765,"Burundi","BDI","HPV","routine"
2,28,10,2,2028,0.81,"Burundi","BDI","HPV","routine"
2,28,10,2,2029,0.855,"Burundi","BDI","HPV","routine"
2,28,10,2,2030,0.9,"Burundi","BDI","HPV","routine"
2,29,10,2,2020,0,"Cabo Verde","CPV","HPV","routine"
2,29,10,2,2021,0.85,"Cabo Verde","CPV","HPV","routine"
2,29,10,2,2022,0.72,"Cabo Verde","CPV","HPV","routine"
2,29,10,2,2023,0.81,"Cabo Verde","CPV","HPV","routine"
2,29,10,2,2024,0.9,"Cabo Verde","CPV","HPV","routine"
2,29,10,2,2025,0.9,"Cabo Verde","CPV","HPV","routine"
2,29,10,2,2026,0.9,"Cabo Verde","CPV","HPV","routine"
2,29,10,2,2027,0.9,"Cabo Verde","CPV","HPV","routine"
2,29,10,2,2028,0.9,"Cabo Verde","CPV","HPV","routine"
2,29,10,2,2029,0.9,"Cabo Verde","CPV","HPV","routine"
2,29,10,2,2030,0.9,"Cabo Verde","CPV","HPV","routine"
2,30,9,2,2020,0,"Cambodia","KHM","HPV","routine"
2,30,9,2,2021,0,"Cambodia","KHM","HPV","routine"
2,30,9,2,2022,0.77,"Cambodia","KHM","HPV","routine"
2,30,9,2,2023,0.72,"Cambodia","KHM","HPV","routine"
2,30,9,2,2024,0.72,"Cambodia","KHM","HPV","routine"
2,30,9,2,2025,0.81,"Cambodia","KHM","HPV","routine"
2,30,9,2,2026,0.81,"Cambodia","KHM","HPV","routine"
2,30,9,2,2027,0.8325,"Cambodia","KHM","HPV","routine"
2,30,9,2,2028,0.855,"Cambodia","KHM","HPV","routine"
2,30,9,2,2029,0.8775,"Cambodia","KHM","HPV","routine"
2,30,9,2,2030,0.9,"Cambodia","KHM","HPV","routine"
2,31,9,2,2020,0.69,"Cameroon","CMR","HPV","routine"
2,31,9,2,2021,0.69,"Cameroon","CMR","HPV","routine"
2,31,9,2,2022,0.86,"Cameroon","CMR","HPV","routine"
2,31,9,2,2023,0.86,"Cameroon","CMR","HPV","routine"
2,31,9,2,2024,0.9,"Cameroon","CMR","HPV","routine"
2,31,9,2,2025,0.9,"Cameroon","CMR","HPV","routine"
2,31,9,2,2026,0.9,"Cameroon","CMR","HPV","routine"
2,31,9,2,2027,0.9,"Cameroon","CMR","HPV","routine"
2,31,9,2,2028,0.9,"Cameroon","CMR","HPV","routine"
2,31,9,2,2029,0.9,"Cameroon","CMR","HPV","routine"
2,31,9,2,2030,0.9,"Cameroon","CMR","HPV","routine"
