"region","total","incremental"
"AFRO",223.988150685725,51.0393042590288
"EMRO",52.9831197452043,5.04456783734404
"EURO",5.05667367133766,0.170778496719991
"Global",461.033537727704,71.6444340294848
"PAHO",9.7691212267319,1.42638647573615
"SEARO",104.094818267814,13.0317078697767
"WPRO",65.1416541308918,0.931689090878788
