"country_iso3","country_name","sex_id","year","vaccine_short","value"
"MLT","Malta",1,2017,"HPV",0
"MLT","Malta",1,2018,"HPV",0
"MLT","Malta",1,2019,"HPV",0
"MUS","Mauritius",2,2010,"HPV",0
"MUS","Mauritius",2,2011,"HPV",0
"MUS","Mauritius",2,2012,"HPV",0
"MUS","Mauritius",2,2013,"HPV",0
"MUS","Mauritius",2,2014,"HPV",0
"MUS","Mauritius",2,2015,"HPV",0
"MUS","Mauritius",2,2016,"HPV",0
"MUS","Mauritius",2,2017,"HPV",77
"MUS","Mauritius",2,2018,"HPV",81
"MUS","Mauritius",2,2019,"HPV",80
"MUS","Mauritius",1,2010,"HPV",0
"MUS","Mauritius",1,2011,"HPV",0
"MUS","Mauritius",1,2012,"HPV",0
"MUS","Mauritius",1,2013,"HPV",0
"MUS","Mauritius",1,2014,"HPV",0
"MUS","Mauritius",1,2015,"HPV",0
"MUS","Mauritius",1,2016,"HPV",0
"MUS","Mauritius",1,2017,"HPV",0
"MUS","Mauritius",1,2018,"HPV",0
"MUS","Mauritius",1,2019,"HPV",0
"MWI","Malawi",2,2010,"HPV",0
"MWI","Malawi",2,2011,"HPV",0
"MWI","Malawi",2,2012,"HPV",0
"MWI","Malawi",2,2013,"HPV",0
"MWI","Malawi",2,2014,"HPV",0
"MWI","Malawi",2,2015,"HPV",0
"MWI","Malawi",2,2016,"HPV",0
"MWI","Malawi",2,2017,"HPV",0
"MWI","Malawi",2,2018,"HPV",0
"MWI","Malawi",2,2019,"HPV",0
"MWI","Malawi",1,2010,"HPV",0
"MWI","Malawi",1,2011,"HPV",0
"MWI","Malawi",1,2012,"HPV",0
"MWI","Malawi",1,2013,"HPV",0
"MWI","Malawi",1,2014,"HPV",0
"MWI","Malawi",1,2015,"HPV",0
"MWI","Malawi",1,2016,"HPV",0
"MWI","Malawi",1,2017,"HPV",0
"MWI","Malawi",1,2018,"HPV",0
"MWI","Malawi",1,2019,"HPV",0
"MYS","Malaysia",2,2010,"HPV",0
"MYS","Malaysia",2,2011,"HPV",80
"MYS","Malaysia",2,2012,"HPV",84
"MYS","Malaysia",2,2013,"HPV",90
"MYS","Malaysia",2,2014,"HPV",85
"MYS","Malaysia",2,2015,"HPV",84
"MYS","Malaysia",2,2016,"HPV",83
"MYS","Malaysia",2,2017,"HPV",96
"MYS","Malaysia",2,2018,"HPV",83
"MYS","Malaysia",2,2019,"HPV",85
"MYS","Malaysia",1,2010,"HPV",0
"MYS","Malaysia",1,2011,"HPV",0
"MYS","Malaysia",1,2012,"HPV",0
"MYS","Malaysia",1,2013,"HPV",0
"MYS","Malaysia",1,2014,"HPV",0
"MYS","Malaysia",1,2015,"HPV",0
"MYS","Malaysia",1,2016,"HPV",0
"MYS","Malaysia",1,2017,"HPV",0
"MYS","Malaysia",1,2018,"HPV",0
"MYS","Malaysia",1,2019,"HPV",0
"NIU","Niue",2,2010,"HPV",0
"NIU","Niue",2,2011,"HPV",0
"NIU","Niue",2,2012,"HPV",0
"NIU","Niue",2,2013,"HPV",0
"NIU","Niue",2,2014,"HPV",0
"NIU","Niue",2,2015,"HPV",0
"NIU","Niue",2,2016,"HPV",0
"NIU","Niue",2,2017,"HPV",0
"NIU","Niue",2,2018,"HPV",0
"NIU","Niue",2,2019,"HPV",0
"NIU","Niue",1,2010,"HPV",0
"NIU","Niue",1,2011,"HPV",0
"NIU","Niue",1,2012,"HPV",0
"NIU","Niue",1,2013,"HPV",0
"NIU","Niue",1,2014,"HPV",0
"NIU","Niue",1,2015,"HPV",0
"NIU","Niue",1,2016,"HPV",0
"NIU","Niue",1,2017,"HPV",0
"NIU","Niue",1,2018,"HPV",0
"NIU","Niue",1,2019,"HPV",0
"NLD","Netherlands (the)",2,2010,"HPV",52
"NLD","Netherlands (the)",2,2011,"HPV",56
"NLD","Netherlands (the)",2,2012,"HPV",58
"NLD","Netherlands (the)",2,2013,"HPV",59
"NLD","Netherlands (the)",2,2014,"HPV",61
"NLD","Netherlands (the)",2,2015,"HPV",61
"NLD","Netherlands (the)",2,2016,"HPV",53
"NLD","Netherlands (the)",2,2017,"HPV",46
"NLD","Netherlands (the)",2,2018,"HPV",45
"NLD","Netherlands (the)",2,2019,"HPV",53
"NLD","Netherlands (the)",1,2010,"HPV",0
"NLD","Netherlands (the)",1,2011,"HPV",0
"NLD","Netherlands (the)",1,2012,"HPV",0
"NLD","Netherlands (the)",1,2013,"HPV",0
"NLD","Netherlands (the)",1,2014,"HPV",0
"NLD","Netherlands (the)",1,2015,"HPV",0
"NLD","Netherlands (the)",1,2016,"HPV",0
"NLD","Netherlands (the)",1,2017,"HPV",0
"NLD","Netherlands (the)",1,2018,"HPV",0
"NLD","Netherlands (the)",1,2019,"HPV",0
"NOR","Norway",2,2010,"HPV",57
"NOR","Norway",2,2011,"HPV",72
"NOR","Norway",2,2012,"HPV",73
"NOR","Norway",2,2013,"HPV",75
"NOR","Norway",2,2014,"HPV",80
"NOR","Norway",2,2015,"HPV",82
"NOR","Norway",2,2016,"HPV",84
"NOR","Norway",2,2017,"HPV",85
"NOR","Norway",2,2018,"HPV",86
"NOR","Norway",2,2019,"HPV",91
"NOR","Norway",1,2010,"HPV",0
"NOR","Norway",1,2011,"HPV",0
"NOR","Norway",1,2012,"HPV",0
"NOR","Norway",1,2013,"HPV",0
"NOR","Norway",1,2014,"HPV",0
"NOR","Norway",1,2015,"HPV",0
"NOR","Norway",1,2016,"HPV",0
"NOR","Norway",1,2017,"HPV",0
"NOR","Norway",1,2018,"HPV",0
"NOR","Norway",1,2019,"HPV",0
"NZL","New Zealand",2,2010,"HPV",46
"NZL","New Zealand",2,2011,"HPV",44
"NZL","New Zealand",2,2012,"HPV",55
"NZL","New Zealand",2,2013,"HPV",57
"NZL","New Zealand",2,2014,"HPV",59
"NZL","New Zealand",2,2015,"HPV",59
"NZL","New Zealand",2,2016,"HPV",60
"NZL","New Zealand",2,2017,"HPV",56
"NZL","New Zealand",2,2018,"HPV",58
"NZL","New Zealand",2,2019,"HPV",67
"NZL","New Zealand",1,2010,"HPV",0
"NZL","New Zealand",1,2011,"HPV",0
"NZL","New Zealand",1,2012,"HPV",0
"NZL","New Zealand",1,2013,"HPV",0
"NZL","New Zealand",1,2014,"HPV",0
"NZL","New Zealand",1,2015,"HPV",0
"NZL","New Zealand",1,2016,"HPV",0
"NZL","New Zealand",1,2017,"HPV",0
"NZL","New Zealand",1,2018,"HPV",60
"NZL","New Zealand",1,2019,"HPV",67
"PAN","Panama",2,2010,"HPV",65
"PAN","Panama",2,2011,"HPV",79
"PAN","Panama",2,2012,"HPV",78
"PAN","Panama",2,2013,"HPV",75
"PAN","Panama",2,2014,"HPV",81
"PAN","Panama",2,2015,"HPV",58
"PAN","Panama",2,2016,"HPV",53
"PAN","Panama",2,2017,"HPV",69
"PAN","Panama",2,2018,"HPV",69
"PAN","Panama",2,2019,"HPV",73
"PAN","Panama",1,2010,"HPV",0
"PAN","Panama",1,2011,"HPV",0
"PAN","Panama",1,2012,"HPV",0
"PAN","Panama",1,2013,"HPV",0
"PAN","Panama",1,2014,"HPV",0
"PAN","Panama",1,2015,"HPV",0
"PAN","Panama",1,2016,"HPV",0
"PAN","Panama",1,2017,"HPV",0
"PAN","Panama",1,2018,"HPV",38
"PAN","Panama",1,2019,"HPV",63
"PER","Peru",2,2010,"HPV",0
"PER","Peru",2,2011,"HPV",0
"PER","Peru",2,2012,"HPV",0
"PER","Peru",2,2013,"HPV",0.1
"PER","Peru",2,2014,"HPV",2
"PER","Peru",2,2015,"HPV",52
"PER","Peru",2,2016,"HPV",51
"PER","Peru",2,2017,"HPV",57
"PER","Peru",2,2018,"HPV",64
"PER","Peru",2,2019,"HPV",76
"PER","Peru",1,2010,"HPV",0
"PER","Peru",1,2011,"HPV",0
"PER","Peru",1,2012,"HPV",0
"PER","Peru",1,2013,"HPV",0
"PER","Peru",1,2014,"HPV",0
"PER","Peru",1,2015,"HPV",0
"PER","Peru",1,2016,"HPV",0
"PER","Peru",1,2017,"HPV",0
"PER","Peru",1,2018,"HPV",0
"PER","Peru",1,2019,"HPV",0
"PHL","Philippines (the)",2,2010,"HPV",0
"PHL","Philippines (the)",2,2011,"HPV",0
"PHL","Philippines (the)",2,2012,"HPV",0
"PHL","Philippines (the)",2,2013,"HPV",0
"PHL","Philippines (the)",2,2014,"HPV",0
"PHL","Philippines (the)",2,2015,"HPV",0
"PHL","Philippines (the)",2,2016,"HPV",23
"PHL","Philippines (the)",2,2017,"HPV",0.2
"PHL","Philippines (the)",2,2018,"HPV",0.7
"PHL","Philippines (the)",2,2019,"HPV",0.2
"PHL","Philippines (the)",1,2010,"HPV",0
"PHL","Philippines (the)",1,2011,"HPV",0
"PHL","Philippines (the)",1,2012,"HPV",0
"PHL","Philippines (the)",1,2013,"HPV",0
"PHL","Philippines (the)",1,2014,"HPV",0
"PHL","Philippines (the)",1,2015,"HPV",0
"PHL","Philippines (the)",1,2016,"HPV",0
"PHL","Philippines (the)",1,2017,"HPV",0
"PHL","Philippines (the)",1,2018,"HPV",0
"PHL","Philippines (the)",1,2019,"HPV",0
"PLW","Palau",2,2010,"HPV",9
"PLW","Palau",2,2011,"HPV",4
"PLW","Palau",2,2012,"HPV",11
"PLW","Palau",2,2013,"HPV",23
"PLW","Palau",2,2014,"HPV",26
"PLW","Palau",2,2015,"HPV",24
"PLW","Palau",2,2016,"HPV",31
"PLW","Palau",2,2017,"HPV",36
"PLW","Palau",2,2018,"HPV",47
"PLW","Palau",2,2019,"HPV",67
"PLW","Palau",1,2010,"HPV",0
"PLW","Palau",1,2011,"HPV",0
"PLW","Palau",1,2012,"HPV",0
"PLW","Palau",1,2013,"HPV",0
"PLW","Palau",1,2014,"HPV",0
"PLW","Palau",1,2015,"HPV",0
"PLW","Palau",1,2016,"HPV",0
"PLW","Palau",1,2017,"HPV",0
"PLW","Palau",1,2018,"HPV",0
"PLW","Palau",1,2019,"HPV",0
"PRT","Portugal",2,2010,"HPV",88
"PRT","Portugal",2,2011,"HPV",85
"PRT","Portugal",2,2012,"HPV",87
"PRT","Portugal",2,2013,"HPV",88
"PRT","Portugal",2,2014,"HPV",87
"PRT","Portugal",2,2015,"HPV",88
"PRT","Portugal",2,2016,"HPV",85
"PRT","Portugal",2,2017,"HPV",83
"PRT","Portugal",2,2018,"HPV",80
"PRT","Portugal",2,2019,"HPV",81
"PRT","Portugal",1,2010,"HPV",0
"PRT","Portugal",1,2011,"HPV",0
"PRT","Portugal",1,2012,"HPV",0
"PRT","Portugal",1,2013,"HPV",0
"PRT","Portugal",1,2014,"HPV",0
"PRT","Portugal",1,2015,"HPV",0
"PRT","Portugal",1,2016,"HPV",0
"PRT","Portugal",1,2017,"HPV",0
"PRT","Portugal",1,2018,"HPV",0
"PRT","Portugal",1,2019,"HPV",0
"PRY","Paraguay",2,2010,"HPV",0
"PRY","Paraguay",2,2011,"HPV",0
"PRY","Paraguay",2,2012,"HPV",0
"PRY","Paraguay",2,2013,"HPV",71
"PRY","Paraguay",2,2014,"HPV",30
"PRY","Paraguay",2,2015,"HPV",38
"PRY","Paraguay",2,2016,"HPV",62
"PRY","Paraguay",2,2017,"HPV",64
"PRY","Paraguay",2,2018,"HPV",55
"PRY","Paraguay",2,2019,"HPV",61
"PRY","Paraguay",1,2010,"HPV",0
"PRY","Paraguay",1,2011,"HPV",0
"PRY","Paraguay",1,2012,"HPV",0
"PRY","Paraguay",1,2013,"HPV",0
"PRY","Paraguay",1,2014,"HPV",0
"PRY","Paraguay",1,2015,"HPV",0
"PRY","Paraguay",1,2016,"HPV",0
"PRY","Paraguay",1,2017,"HPV",0
"PRY","Paraguay",1,2018,"HPV",0
"PRY","Paraguay",1,2019,"HPV",0
"RWA","Rwanda",2,2010,"HPV",0
"RWA","Rwanda",2,2011,"HPV",35
"RWA","Rwanda",2,2012,"HPV",45
"RWA","Rwanda",2,2013,"HPV",56
"RWA","Rwanda",2,2014,"HPV",67
"RWA","Rwanda",2,2015,"HPV",78
"RWA","Rwanda",2,2016,"HPV",86
"RWA","Rwanda",2,2017,"HPV",83
"RWA","Rwanda",2,2018,"HPV",87
"RWA","Rwanda",2,2019,"HPV",94
"RWA","Rwanda",1,2010,"HPV",0
"RWA","Rwanda",1,2011,"HPV",0
"RWA","Rwanda",1,2012,"HPV",0
"RWA","Rwanda",1,2013,"HPV",0
"RWA","Rwanda",1,2014,"HPV",0
"RWA","Rwanda",1,2015,"HPV",0
"RWA","Rwanda",1,2016,"HPV",0
"RWA","Rwanda",1,2017,"HPV",0
"RWA","Rwanda",1,2018,"HPV",0
"RWA","Rwanda",1,2019,"HPV",0
"SEN","Senegal",2,2010,"HPV",0
"SEN","Senegal",2,2011,"HPV",0
"SEN","Senegal",2,2012,"HPV",0
"SEN","Senegal",2,2013,"HPV",0
"SEN","Senegal",2,2014,"HPV",0
"SEN","Senegal",2,2015,"HPV",0
"SEN","Senegal",2,2016,"HPV",0
"SEN","Senegal",2,2017,"HPV",0
"SEN","Senegal",2,2018,"HPV",0
"SEN","Senegal",2,2019,"HPV",25
"SEN","Senegal",1,2010,"HPV",0
"SEN","Senegal",1,2011,"HPV",0
"SEN","Senegal",1,2012,"HPV",0
"SEN","Senegal",1,2013,"HPV",0
"SEN","Senegal",1,2014,"HPV",0
"SEN","Senegal",1,2015,"HPV",0
"SEN","Senegal",1,2016,"HPV",0
"SEN","Senegal",1,2017,"HPV",0
"SEN","Senegal",1,2018,"HPV",0
"SEN","Senegal",1,2019,"HPV",0
"SGP","Singapore",2,2010,"HPV",0
"SGP","Singapore",2,2011,"HPV",0
"SGP","Singapore",2,2012,"HPV",0.1
"SGP","Singapore",2,2013,"HPV",0.2
"SGP","Singapore",2,2014,"HPV",0.2
"SGP","Singapore",2,2015,"HPV",0.1
"SGP","Singapore",2,2016,"HPV",0.1
"SGP","Singapore",2,2017,"HPV",0.1
"SGP","Singapore",2,2018,"HPV",0.1
"SGP","Singapore",2,2019,"HPV",0.1
"SGP","Singapore",1,2010,"HPV",0
"SGP","Singapore",1,2011,"HPV",0
"SGP","Singapore",1,2012,"HPV",0
"SGP","Singapore",1,2013,"HPV",0
"SGP","Singapore",1,2014,"HPV",0
"SGP","Singapore",1,2015,"HPV",0
"SGP","Singapore",1,2016,"HPV",0
"SGP","Singapore",1,2017,"HPV",0
"SGP","Singapore",1,2018,"HPV",0
"SGP","Singapore",1,2019,"HPV",0
"SLB","Solomon Islands",2,2010,"HPV",0
"SLB","Solomon Islands",2,2011,"HPV",0
"SLB","Solomon Islands",2,2012,"HPV",0
"SLB","Solomon Islands",2,2013,"HPV",0
"SLB","Solomon Islands",2,2014,"HPV",0
"SLB","Solomon Islands",2,2015,"HPV",0
"SLB","Solomon Islands",2,2016,"HPV",0
"SLB","Solomon Islands",2,2017,"HPV",0
"SLB","Solomon Islands",2,2018,"HPV",0
"SLB","Solomon Islands",2,2019,"HPV",0
"SLB","Solomon Islands",1,2010,"HPV",0
"SLB","Solomon Islands",1,2011,"HPV",0
"SLB","Solomon Islands",1,2012,"HPV",0
"SLB","Solomon Islands",1,2013,"HPV",0
"SLB","Solomon Islands",1,2014,"HPV",0
"SLB","Solomon Islands",1,2015,"HPV",0
"SLB","Solomon Islands",1,2016,"HPV",0
"SLB","Solomon Islands",1,2017,"HPV",0
"SLB","Solomon Islands",1,2018,"HPV",0
"SLB","Solomon Islands",1,2019,"HPV",0
"SMR","San Marino",2,2010,"HPV",0
"SMR","San Marino",2,2011,"HPV",0
"SMR","San Marino",2,2012,"HPV",20
"SMR","San Marino",2,2013,"HPV",15
"SMR","San Marino",2,2014,"HPV",17
"SMR","San Marino",2,2015,"HPV",15
"SMR","San Marino",2,2016,"HPV",12
"SMR","San Marino",2,2017,"HPV",14
"SMR","San Marino",2,2018,"HPV",41
"SMR","San Marino",2,2019,"HPV",50
"SMR","San Marino",1,2010,"HPV",0
"SMR","San Marino",1,2011,"HPV",0
"SMR","San Marino",1,2012,"HPV",0
"SMR","San Marino",1,2013,"HPV",0
"SMR","San Marino",1,2014,"HPV",0
"SMR","San Marino",1,2015,"HPV",0
"SMR","San Marino",1,2016,"HPV",0
"SMR","San Marino",1,2017,"HPV",0
"SMR","San Marino",1,2018,"HPV",0
"SMR","San Marino",1,2019,"HPV",0
"SUR","Suriname",2,2010,"HPV",0
"SUR","Suriname",2,2011,"HPV",0
"SUR","Suriname",2,2012,"HPV",0
"SUR","Suriname",2,2013,"HPV",0
"SUR","Suriname",2,2014,"HPV",40
"SUR","Suriname",2,2015,"HPV",68
"SUR","Suriname",2,2016,"HPV",37
"SUR","Suriname",2,2017,"HPV",55
"SUR","Suriname",2,2018,"HPV",55
"SUR","Suriname",2,2019,"HPV",38
"SUR","Suriname",1,2010,"HPV",0
"SUR","Suriname",1,2011,"HPV",0
"SUR","Suriname",1,2012,"HPV",0
"SUR","Suriname",1,2013,"HPV",0
"SUR","Suriname",1,2014,"HPV",0
"SUR","Suriname",1,2015,"HPV",0
"SUR","Suriname",1,2016,"HPV",0
"SUR","Suriname",1,2017,"HPV",0
"SUR","Suriname",1,2018,"HPV",0
"SUR","Suriname",1,2019,"HPV",0
"SVN","Slovenia",2,2010,"HPV",49
"SVN","Slovenia",2,2011,"HPV",55
"SVN","Slovenia",2,2012,"HPV",55
"SVN","Slovenia",2,2013,"HPV",49
"SVN","Slovenia",2,2014,"HPV",46
"SVN","Slovenia",2,2015,"HPV",45
"SVN","Slovenia",2,2016,"HPV",44
"SVN","Slovenia",2,2017,"HPV",46
"SVN","Slovenia",2,2018,"HPV",50
"SVN","Slovenia",2,2019,"HPV",59
"SVN","Slovenia",1,2010,"HPV",0
"SVN","Slovenia",1,2011,"HPV",0
"SVN","Slovenia",1,2012,"HPV",0
"SVN","Slovenia",1,2013,"HPV",0
"SVN","Slovenia",1,2014,"HPV",0
"SVN","Slovenia",1,2015,"HPV",0
"SVN","Slovenia",1,2016,"HPV",0
"SVN","Slovenia",1,2017,"HPV",0
"SVN","Slovenia",1,2018,"HPV",0
"SVN","Slovenia",1,2019,"HPV",0
"SWE","Sweden",2,2010,"HPV",0
"SWE","Sweden",2,2011,"HPV",0
"SWE","Sweden",2,2012,"HPV",0
"SWE","Sweden",2,2013,"HPV",0
"SWE","Sweden",2,2014,"HPV",0
"SWE","Sweden",2,2015,"HPV",0
"SWE","Sweden",2,2016,"HPV",73
"SWE","Sweden",2,2017,"HPV",72
"SWE","Sweden",2,2018,"HPV",75
"SWE","Sweden",2,2019,"HPV",80
"SWE","Sweden",1,2010,"HPV",0
"SWE","Sweden",1,2011,"HPV",0
"SWE","Sweden",1,2012,"HPV",0
"SWE","Sweden",1,2013,"HPV",0
"SWE","Sweden",1,2014,"HPV",0
"SWE","Sweden",1,2015,"HPV",0
"SWE","Sweden",1,2016,"HPV",0
"SWE","Sweden",1,2017,"HPV",0
"SWE","Sweden",1,2018,"HPV",0
"SWE","Sweden",1,2019,"HPV",0
"SYC","Seychelles",2,2010,"HPV",0
"SYC","Seychelles",2,2011,"HPV",0
"SYC","Seychelles",2,2012,"HPV",0
"SYC","Seychelles",2,2013,"HPV",0
"SYC","Seychelles",2,2014,"HPV",83
"SYC","Seychelles",2,2015,"HPV",93
"SYC","Seychelles",2,2016,"HPV",99
"SYC","Seychelles",2,2017,"HPV",82
"SYC","Seychelles",2,2018,"HPV",96
"SYC","Seychelles",2,2019,"HPV",68
"SYC","Seychelles",1,2010,"HPV",0
"SYC","Seychelles",1,2011,"HPV",0
"SYC","Seychelles",1,2012,"HPV",0
"SYC","Seychelles",1,2013,"HPV",0
"SYC","Seychelles",1,2014,"HPV",0
"SYC","Seychelles",1,2015,"HPV",0
"SYC","Seychelles",1,2016,"HPV",0
"SYC","Seychelles",1,2017,"HPV",0
"SYC","Seychelles",1,2018,"HPV",0
"SYC","Seychelles",1,2019,"HPV",0
"THA","Thailand",2,2010,"HPV",0
"THA","Thailand",2,2011,"HPV",0
"THA","Thailand",2,2012,"HPV",0
"THA","Thailand",2,2013,"HPV",0
"THA","Thailand",2,2014,"HPV",0
"THA","Thailand",2,2015,"HPV",0
"THA","Thailand",2,2016,"HPV",0
"THA","Thailand",2,2017,"HPV",0
"THA","Thailand",2,2018,"HPV",0
"THA","Thailand",2,2019,"HPV",66
"THA","Thailand",1,2010,"HPV",0
"THA","Thailand",1,2011,"HPV",0
"THA","Thailand",1,2012,"HPV",0
"THA","Thailand",1,2013,"HPV",0
"THA","Thailand",1,2014,"HPV",0
"THA","Thailand",1,2015,"HPV",0
"THA","Thailand",1,2016,"HPV",0
"THA","Thailand",1,2017,"HPV",0
"THA","Thailand",1,2018,"HPV",0
"THA","Thailand",1,2019,"HPV",0
"TKM","Turkmenistan",2,2010,"HPV",0
"TKM","Turkmenistan",2,2011,"HPV",0
"TKM","Turkmenistan",2,2012,"HPV",0
"TKM","Turkmenistan",2,2013,"HPV",0
"TKM","Turkmenistan",2,2014,"HPV",0
"TKM","Turkmenistan",2,2015,"HPV",0
"TKM","Turkmenistan",2,2016,"HPV",0
"TKM","Turkmenistan",2,2017,"HPV",95
"TKM","Turkmenistan",2,2018,"HPV",99
"TKM","Turkmenistan",2,2019,"HPV",99
"TKM","Turkmenistan",1,2010,"HPV",0
"TKM","Turkmenistan",1,2011,"HPV",0
"TKM","Turkmenistan",1,2012,"HPV",0
"TKM","Turkmenistan",1,2013,"HPV",0
"TKM","Turkmenistan",1,2014,"HPV",0
"TKM","Turkmenistan",1,2015,"HPV",0
"TKM","Turkmenistan",1,2016,"HPV",0
"TKM","Turkmenistan",1,2017,"HPV",95
"TKM","Turkmenistan",1,2018,"HPV",99
"TKM","Turkmenistan",1,2019,"HPV",99
"TTO","Trinidad and Tobago",2,2010,"HPV",0
"TTO","Trinidad and Tobago",2,2011,"HPV",0
"TTO","Trinidad and Tobago",2,2012,"HPV",0
"TTO","Trinidad and Tobago",2,2013,"HPV",8
"TTO","Trinidad and Tobago",2,2014,"HPV",0
"TTO","Trinidad and Tobago",2,2015,"HPV",6
"TTO","Trinidad and Tobago",2,2016,"HPV",6
"TTO","Trinidad and Tobago",2,2017,"HPV",12
"TTO","Trinidad and Tobago",2,2018,"HPV",14
"TTO","Trinidad and Tobago",2,2019,"HPV",9
"TTO","Trinidad and Tobago",1,2010,"HPV",0
"TTO","Trinidad and Tobago",1,2011,"HPV",0
"TTO","Trinidad and Tobago",1,2012,"HPV",0
"TTO","Trinidad and Tobago",1,2013,"HPV",0
"TTO","Trinidad and Tobago",1,2014,"HPV",0
"TTO","Trinidad and Tobago",1,2015,"HPV",6
"TTO","Trinidad and Tobago",1,2016,"HPV",6
"TTO","Trinidad and Tobago",1,2017,"HPV",12
"TTO","Trinidad and Tobago",1,2018,"HPV",14
"TTO","Trinidad and Tobago",1,2019,"HPV",9
"TZA","United Republic of Tanzania",2,2010,"HPV",0
"TZA","United Republic of Tanzania",2,2011,"HPV",0
"TZA","United Republic of Tanzania",2,2012,"HPV",0
"TZA","United Republic of Tanzania",2,2013,"HPV",0
"TZA","United Republic of Tanzania",2,2014,"HPV",0
"TZA","United Republic of Tanzania",2,2015,"HPV",0
"TZA","United Republic of Tanzania",2,2016,"HPV",0
"TZA","United Republic of Tanzania",2,2017,"HPV",0
"TZA","United Republic of Tanzania",2,2018,"HPV",19
"TZA","United Republic of Tanzania",2,2019,"HPV",49
"TZA","United Republic of Tanzania",1,2010,"HPV",0
"TZA","United Republic of Tanzania",1,2011,"HPV",0
"TZA","United Republic of Tanzania",1,2012,"HPV",0
"TZA","United Republic of Tanzania",1,2013,"HPV",0
"TZA","United Republic of Tanzania",1,2014,"HPV",0
"TZA","United Republic of Tanzania",1,2015,"HPV",0
"TZA","United Republic of Tanzania",1,2016,"HPV",0
"TZA","United Republic of Tanzania",1,2017,"HPV",0
"TZA","United Republic of Tanzania",1,2018,"HPV",0
"TZA","United Republic of Tanzania",1,2019,"HPV",0
"UGA","Uganda",2,2010,"HPV",0
"UGA","Uganda",2,2011,"HPV",0
"UGA","Uganda",2,2012,"HPV",0
"UGA","Uganda",2,2013,"HPV",0
"UGA","Uganda",2,2014,"HPV",0
"UGA","Uganda",2,2015,"HPV",0
"UGA","Uganda",2,2016,"HPV",30
"UGA","Uganda",2,2017,"HPV",57
"UGA","Uganda",2,2018,"HPV",74
"UGA","Uganda",2,2019,"HPV",64
"UGA","Uganda",1,2010,"HPV",0
"UGA","Uganda",1,2011,"HPV",0
"UGA","Uganda",1,2012,"HPV",0
"UGA","Uganda",1,2013,"HPV",0
"UGA","Uganda",1,2014,"HPV",0
"UGA","Uganda",1,2015,"HPV",0
"UGA","Uganda",1,2016,"HPV",0
"UGA","Uganda",1,2017,"HPV",0
"UGA","Uganda",1,2018,"HPV",0
"UGA","Uganda",1,2019,"HPV",0
"URY","Uruguay",2,2010,"HPV",0
"URY","Uruguay",2,2011,"HPV",0
"URY","Uruguay",2,2012,"HPV",0
"URY","Uruguay",2,2013,"HPV",0
"URY","Uruguay",2,2014,"HPV",0
"URY","Uruguay",2,2015,"HPV",26
"URY","Uruguay",2,2016,"HPV",45
"URY","Uruguay",2,2017,"HPV",44
"URY","Uruguay",2,2018,"HPV",43
"URY","Uruguay",2,2019,"HPV",38
"URY","Uruguay",1,2010,"HPV",0
"URY","Uruguay",1,2011,"HPV",0
"URY","Uruguay",1,2012,"HPV",0
"URY","Uruguay",1,2013,"HPV",0
"URY","Uruguay",1,2014,"HPV",0
"URY","Uruguay",1,2015,"HPV",0
"URY","Uruguay",1,2016,"HPV",0
"URY","Uruguay",1,2017,"HPV",0
"URY","Uruguay",1,2018,"HPV",0
"URY","Uruguay",1,2019,"HPV",8
"USA","United States of America (the)",2,2010,"HPV",23
"USA","United States of America (the)",2,2011,"HPV",23
"USA","United States of America (the)",2,2012,"HPV",20
"USA","United States of America (the)",2,2013,"HPV",26
"USA","United States of America (the)",2,2014,"HPV",26
"USA","United States of America (the)",2,2015,"HPV",30
"USA","United States of America (the)",2,2016,"HPV",36
"USA","United States of America (the)",2,2017,"HPV",44
"USA","United States of America (the)",2,2018,"HPV",39
"USA","United States of America (the)",2,2019,"HPV",39
"USA","United States of America (the)",1,2010,"HPV",0
"USA","United States of America (the)",1,2011,"HPV",2
"USA","United States of America (the)",1,2012,"HPV",7
"USA","United States of America (the)",1,2013,"HPV",12
"USA","United States of America (the)",1,2014,"HPV",16
"USA","United States of America (the)",1,2015,"HPV",25
"USA","United States of America (the)",1,2016,"HPV",31
"USA","United States of America (the)",1,2017,"HPV",34
"USA","United States of America (the)",1,2018,"HPV",41
"USA","United States of America (the)",1,2019,"HPV",41
"UZB","Uzbekistan",2,2010,"HPV",0
"UZB","Uzbekistan",2,2011,"HPV",0
"UZB","Uzbekistan",2,2012,"HPV",0
"UZB","Uzbekistan",2,2013,"HPV",0
"UZB","Uzbekistan",2,2014,"HPV",0
"UZB","Uzbekistan",2,2015,"HPV",0
"UZB","Uzbekistan",2,2016,"HPV",0
"UZB","Uzbekistan",2,2017,"HPV",0
"UZB","Uzbekistan",2,2018,"HPV",0
"UZB","Uzbekistan",2,2019,"HPV",0
"UZB","Uzbekistan",1,2010,"HPV",0
"UZB","Uzbekistan",1,2011,"HPV",0
"UZB","Uzbekistan",1,2012,"HPV",0
"UZB","Uzbekistan",1,2013,"HPV",0
"UZB","Uzbekistan",1,2014,"HPV",0
"UZB","Uzbekistan",1,2015,"HPV",0
"UZB","Uzbekistan",1,2016,"HPV",0
"UZB","Uzbekistan",1,2017,"HPV",0
"UZB","Uzbekistan",1,2018,"HPV",0
"UZB","Uzbekistan",1,2019,"HPV",0
"VCT","Saint Vincent and the Grenadines",2,2010,"HPV",0
"VCT","Saint Vincent and the Grenadines",2,2011,"HPV",0
