"location_iso3","year","disease","target_deaths_averted","observed_deaths_averted"
"LBY",2019,"Rubella",130.120818390248,130.120818390248
"LBY",2020,"Rubella",128.194629058723,128.194629058723
"LBY",2021,"Rubella",126.923470269523,126.923470269523
"LBY",2022,"Rubella",127.830688316269,125.214923509845
"LCA",2019,"Rubella",2.77926555523274,2.77926555523274
"LCA",2020,"Rubella",2.75554493882961,2.55461978703996
"LCA",2021,"Rubella",2.72655307433691,2.18692277837439
"LCA",2022,"Rubella",2.69228996175462,2.27161965523046
"LKA",2019,"Rubella",45.8578141909194,45.8572693186284
"LKA",2020,"Rubella",45.1707221570151,43.8019123946813
"LKA",2021,"Rubella",44.3864896383004,43.4897928779307
"LKA",2022,"Rubella",43.835399505201,43.835399505201
"LSO",2019,"Rubella",22.671215761406,22.6134258952294
"LSO",2020,"Rubella",22.5976169596467,22.5400146998582
"LSO",2021,"Rubella",22.5005461075965,22.4431912854227
"LSO",2022,"Rubella",22.5784187903242,20.2488711331873
"LTU",2019,"Rubella",26.667831673499,26.667831673499
"LTU",2020,"Rubella",25.7736090066616,24.9422022645113
"LTU",2021,"Rubella",25.2774415708302,23.9184393358394
"LTU",2022,"Rubella",24.7055875769907,23.1116787010558
"LUX",2019,"Rubella",3.83079369531634,3.83079369531634
"LUX",2020,"Rubella",3.84773875431616,3.84773875431616
"LUX",2021,"Rubella",3.92762260388674,3.92762260388674
"LUX",2022,"Rubella",4.03958102942126,4.03958102942126
"LVA",2019,"Rubella",16.0497508931917,16.0497508931917
"LVA",2020,"Rubella",15.4681818224375,15.4681818224375
"LVA",2021,"Rubella",14.4951554128249,14.2023239903436
"LVA",2022,"Rubella",14.100241497023,13.6729614516587
"MAR",2019,"Rubella",126.367283362125,126.367283362125
"MAR",2020,"Rubella",124.525468705275,124.525468705275
"MAR",2021,"Rubella",122.810112663008,122.810112663008
"MAR",2022,"Rubella",121.795785457142,121.795785457142
"MDA",2019,"Rubella",7.30648494964224,7.62074236683115
"MDA",2020,"Rubella",6.92986919418919,6.25923669152572
"MDA",2021,"Rubella",6.64327209133403,5.92894175893252
"MDA",2022,"Rubella",6.57766917723101,5.93353620941141
"MDV",2019,"Rubella",2.72899788302142,2.72899788302142
"MDV",2020,"Rubella",2.71247374156835,2.68507501690604
"MDV",2021,"Rubella",2.68229922239317,2.62811135931452
"MDV",2022,"Rubella",2.62877537290388,2.60222208630889
"MEX",2019,"Rubella",1630.11687377223,1630.11687377223
"MEX",2020,"Rubella",1592.14078453857,2006.53359147327
"MEX",2021,"Rubella",1589.62242192495,2155.78931192562
"MEX",2022,"Rubella",1579.41424855423,1797.54886166357
"MKD",2019,"Rubella",9.12294844305366,8.24362811119307
"MKD",2020,"Rubella",8.59445534269432,6.52350224806918
"MKD",2021,"Rubella",8.53488897406868,7.19809913475672
"MKD",2022,"Rubella",8.64643813327547,7.23443548489074
"MLT",2019,"Rubella",1.89339475003766,1.89339475003766
"MLT",2020,"Rubella",1.82379074172118,1.80479292149492
"MLT",2021,"Rubella",1.90250956065054,1.78360271310988
"MLT",2022,"Rubella",1.97759242122979,1.96589892536733
"MMR",2019,"Rubella",284.970848946326,256.757479954732
"MMR",2020,"Rubella",283.965060847493,277.172804216688
"MMR",2021,"Rubella",281.461038131361,132.835843374235
"MMR",2022,"Rubella",279.470709230808,224.823588891029
"MNE",2019,"Rubella",1.91979251137845,1.50840840179735
"MNE",2020,"Rubella",1.89516334111353,1.08295048063631
"MNE",2021,"Rubella",1.81614475318028,0.778347751362976
"MNE",2022,"Rubella",2.27214076842972,1.40257993581531
"MNG",2019,"Rubella",26.2173883914024,25.9529258797199
"MNG",2020,"Rubella",25.6183230805797,25.100781200164
"MNG",2021,"Rubella",24.5910683768564,23.5974898565794
"MNG",2022,"Rubella",23.8972416028943,22.6903102088087
"MOZ",2019,"Rubella",188.556299950065,191.751989195265
"MOZ",2020,"Rubella",192.172567683939,181.951817444758
"MOZ",2021,"Rubella",196.021599708589,192.470068679386
"MOZ",2022,"Rubella",201.953031226915,196.187048512384
"MRT",2019,"Rubella",73.3279178956167,63.6011777746184
"MRT",2020,"Rubella",74.3145022040555,60.1597681772162
"MRT",2021,"Rubella",75.6536245793003,55.1194442985535
"MRT",2022,"Rubella",77.6672250898327,64.2252303565437
"MUS",2019,"Rubella",16.1125483385499,16.1125483385499
"MUS",2020,"Rubella",15.9316176201503,14.3223633150847
"MUS",2021,"Rubella",16.1441201417606,14.1872570942745
"MUS",2022,"Rubella",16.107691138056,15.9449871871665
"MWI",2019,"Rubella",254.858038270054,267.689685133519
"MWI",2020,"Rubella",259.582557468704,266.724856401226
"MWI",2021,"Rubella",263.980986931683,271.244306699983
"MWI",2022,"Rubella",273.695376484205,251.037019856718
"MYS",2019,"Rubella",603.958259902856,603.958259902856
