"location_iso3","year","disease","vaccine","target_deaths_averted","observed_deaths_averted","region","income_group","coverage","pop"
"ESP",2022,"T","DTP3",7.25157925935132,7.08977649900826,"EURO","High income",0.93,361292
"ESP",2022,"Rubella","Rubella",100.006495664984,97.9655467738622,"EURO","High income",0.96,361292
"EST",2019,"HPV","HPV",16.7060935721798,16.7060935721798,"EURO","High income",0.55,7636
"EST",2019,"HepB","HepB",108.014536878149,108.014536878149,"EURO","High income",0.91,14397
"EST",2019,"Hib","Hib3",2.15290982186567,2.15290982186567,"EURO","High income",0.91,14397
"EST",2019,"Measles","MCV1",46.7272488455741,46.7272488455741,"EURO","High income",0.88,14397
"EST",2019,"Measles","MCV2",8.39823046529868,8.39823046529868,"EURO","High income",0.9,14397
"EST",2019,"Rota","Rota",0.457456106883947,0.457456106883947,"EURO","High income",0.81,14397
"EST",2019,"D","DTP3",0.252470763568976,0.252470763568976,"EURO","High income",0.91,14397
"EST",2019,"P","DTP3",7.90848793540791,7.90848793540791,"EURO","High income",0.91,14397
"EST",2019,"T","DTP3",0.970496451101501,0.970496451101501,"EURO","High income",0.91,14397
"EST",2019,"TB","BCG",0.766914300553359,0.766914300553359,"EURO","High income",0.92,14397
"EST",2019,"Rubella","Rubella",10.488768286752,10.488768286752,"EURO","High income",0.88,14397
"EST",2020,"HPV","HPV",16.410938530736,0,"EURO","High income",0,7640
"EST",2020,"HepB","HepB",106.056365444851,104.890910879523,"EURO","High income",0.9,14136
"EST",2020,"Hib","Hib3",2.11388020017317,2.11388020017317,"EURO","High income",0.91,14136
"EST",2020,"Measles","MCV1",45.8801409794426,47.4442366946509,"EURO","High income",0.91,14136
"EST",2020,"Measles","MCV2",8.24598081943892,7.97111479212429,"EURO","High income",0.87,14136
"EST",2020,"Rota","Rota",0.44916298721341,0.454708209277773,"EURO","High income",0.82,14136
"EST",2020,"D","DTP3",0.247893777440512,0.247893777440512,"EURO","High income",0.91,14136
"EST",2020,"P","DTP3",7.76511672257597,7.76511672257597,"EURO","High income",0.91,14136
"EST",2020,"T","DTP3",0.952902537526625,0.952902537526625,"EURO","High income",0.91,14136
"EST",2020,"TB","BCG",0.753011082352038,0.744826179282994,"EURO","High income",0.91,14136
"EST",2020,"Rubella","Rubella",10.2986197472756,10.6497090568418,"EURO","High income",0.91,14136
"EST",2021,"HPV","HPV",18.2415362406072,0,"EURO","High income",0,7643
"EST",2021,"HepB","HepB",104.525840646411,96.4853913659176,"EURO","High income",0.84,13932
"EST",2021,"Hib","Hib3",2.08337428896524,2.03758584305391,"EURO","High income",0.89,13932
"EST",2021,"Measles","MCV1",45.2180336817766,45.731874973615,"EURO","High income",0.89,13932
"EST",2021,"Measles","MCV2",8.12698109623819,7.58518235648898,"EURO","High income",0.84,13932
"EST",2021,"Rota","Rota",0.442681008620347,0.437215810983059,"EURO","High income",0.8,13932
"EST",2021,"D","DTP3",0.244316362995275,0.241631567797525,"EURO","High income",0.9,13932
"EST",2021,"P","DTP3",7.65305646427054,7.56895694268515,"EURO","High income",0.9,13932
"EST",2021,"T","DTP3",0.939150972893388,0.928830632531923,"EURO","High income",0.9,13932
"EST",2021,"TB","BCG",0.7421441991602,0.726010629613239,"EURO","High income",0.9,13932
"EST",2021,"Rubella","Rubella",10.1499979003285,10.2653387855595,"EURO","High income",0.89,13932
"EST",2022,"HPV","HPV",18.2749500188839,0,"EURO","High income",0,7657
"EST",2022,"HepB","HepB",103.006999077494,95.7979578510828,"EURO","High income",0.85,13670
"EST",2022,"Hib","Hib3",2.05310124400215,1.9094130321082,"EURO","High income",0.85,13670
"EST",2022,"Measles","MCV1",44.816148427003,41.3426110876617,"EURO","High income",0.82,13670
"EST",2022,"Measles","MCV2",8.02303646127925,6.02491191168148,"EURO","High income",0.68,13670
"EST",2022,"Rota","Rota",0.446604141440608,0.428993693377722,"EURO","High income",0.8,13670
"EST",2022,"D","DTP3",0.240766256669519,0.223916004882711,"EURO","High income",0.85,13670
"EST",2022,"P","DTP3",7.54185161563869,7.01402807250535,"EURO","High income",0.85,13670
"EST",2022,"T","DTP3",0.925504380545527,0.860732090367872,"EURO","High income",0.85,13670
"EST",2022,"TB","BCG",0.730179729852165,0.680697208972084,"EURO","High income",0.86,13670
"EST",2022,"Rubella","Rubella",10.0597875537037,9.2800898572239,"EURO","High income",0.82,13670
"ETH",2019,"HepB","HepB",34353.9587288246,34353.9587288246,"AFRO","Low income",0.68,3550329
"ETH",2019,"Hib","Hib3",10370.294142295,10370.294142295,"AFRO","Low income",0.68,3550329
"ETH",2019,"Measles","MCV1",66947.9270982295,66947.9270982295,"AFRO","Low income",0.58,3550329
"ETH",2019,"PCV","PCV3",9107.41420112111,9107.41420112111,"AFRO","Low income",0.64,3550329
"ETH",2019,"Rota","Rota",2118.89712658902,2118.89712658902,"AFRO","Low income",0.68,3550329
"ETH",2019,"D","DTP3",239.368523045483,239.368523045483,"AFRO","Low income",0.68,3550329
"ETH",2019,"P","DTP3",11935.9242005296,11935.9242005296,"AFRO","Low income",0.68,3550329
"ETH",2019,"T","DTP3",1096.52420257497,1096.52420257497,"AFRO","Low income",0.68,3550329
"ETH",2019,"TB","BCG",2577.05959198841,2577.05959198841,"AFRO","Low income",0.69,3550329
"ETH",2020,"HPV","HPV",13039.7848997574,14644.6815028044,"AFRO","Low income",0.73,1463940
"ETH",2020,"HepB","HepB",35454.7704453799,37018.9514944408,"AFRO","Low income",0.71,3664093
"ETH",2020,"Hib","Hib3",10702.5918371859,11174.7650064735,"AFRO","Low income",0.71,3664093
"ETH",2020,"Measles","MCV1",69093.1547597795,71475.6773377029,"AFRO","Low income",0.6,3664093
"ETH",2020,"PCV","PCV3",9399.24514669723,9839.83476294867,"AFRO","Low income",0.67,3664093
"ETH",2020,"Rota","Rota",2186.79342935681,2251.11088316142,"AFRO","Low income",0.7,3664093
"ETH",2020,"D","DTP3",247.038663096094,257.937427644451,"AFRO","Low income",0.71,3664093
"ETH",2020,"P","DTP3",12318.3897356248,12861.8481063141,"AFRO","Low income",0.71,3664093
"ETH",2020,"T","DTP3",1131.66037710463,1181.58657021219,"AFRO","Low income",0.71,3664093
"ETH",2020,"TB","BCG",2659.63689888672,2698.18236118942,"AFRO","Low income",0.7,3664093
"ETH",2021,"HPV","HPV",12411.9849264078,14446.7365536877,"AFRO","Low income",0.71,1484833
"ETH",2021,"HepB","HepB",36059.72146422,34468.851399622,"AFRO","Low income",0.65,3726612
"ETH",2021,"Hib","Hib3",10885.2060173033,10404.9763400693,"AFRO","Low income",0.65,3726612
"ETH",2021,"Measles","MCV1",70272.0645042719,65425.7152281153,"AFRO","Low income",0.54,3726612
"ETH",2021,"PCV","PCV3",9559.62082693416,9111.51360067162,"AFRO","Low income",0.61,3726612
"ETH",2021,"Rota","Rota",2224.10583884258,2125.98352242306,"AFRO","Low income",0.65,3726612
"ETH",2021,"D","DTP3",251.253788142894,240.169062195413,"AFRO","Low income",0.65,3726612
"ETH",2021,"P","DTP3",12528.5736495925,11975.8424591693,"AFRO","Low income",0.65,3726612
"ETH",2021,"T","DTP3",1150.96945990253,1100.19139549507,"AFRO","Low income",0.65,3726612
"ETH",2021,"TB","BCG",2705.01725339232,2665.81410479243,"AFRO","Low income",0.68,3726612
"ETH",2022,"HPV","HPV",14303.8380320257,15121.2002052843,"AFRO","Low income",0.74,1491148
"ETH",2022,"HepB","HepB",37980.0537271613,34975.5416986182,"AFRO","Low income",0.65,3781393
"ETH",2022,"Hib","Hib3",11464.8891500344,10557.928943905,"AFRO","Low income",0.65,3781393
"ETH",2022,"Measles","MCV1",76886.8123981964,68846.2649714527,"AFRO","Low income",0.56,3781393
"ETH",2022,"PCV","PCV3",10205.9100696894,9245.45237040627,"AFRO","Low income",0.61,3781393
"ETH",2022,"Rota","Rota",2342.54885573508,2157.23536815904,"AFRO","Low income",0.65,3781393
"ETH",2022,"D","DTP3",264.634112115606,243.69953475229,"AFRO","Low income",0.65,3781393
"ETH",2022,"P","DTP3",13195.7730402428,12151.8867121679,"AFRO","Low income",0.65,3781393
"ETH",2022,"T","DTP3",1212.26343827405,1116.36415102653,"AFRO","Low income",0.65,3781393
"ETH",2022,"TB","BCG",2840.34158252573,2705.00143163908,"AFRO","Low income",0.68,3781393
"FIN",2019,"HPV","HPV",85.7150584817437,85.7150584817437,"EURO","High income",0.61,30724
"FIN",2019,"Hib","Hib3",4.49444859761048,4.49444859761048,"EURO","High income",0.91,47668
"FIN",2019,"Measles","MCV1",121.697659150469,121.697659150469,"EURO","High income",0.96,47668
"FIN",2019,"Measles","MCV2",15.449844866248,15.449844866248,"EURO","High income",0.93,47668
"FIN",2019,"PCV","PCV3",5.03592851395141,5.03592851395141,"EURO","High income",0.89,47668
"FIN",2019,"Rota","Rota",1.07659308346626,1.07659308346626,"EURO","High income",0.83,47668
"FIN",2019,"D","DTP3",0.222460951283925,0.222460951283925,"EURO","High income",0.91,47668
"FIN",2019,"P","DTP3",7.91131654586252,7.91131654586252,"EURO","High income",0.91,47668
"FIN",2019,"T","DTP3",1.30355014214234,1.30355014214234,"EURO","High income",0.91,47668
"FIN",2019,"Rubella","Rubella",31.8821494595355,31.8821494595355,"EURO","High income",0.96,47668
"FIN",2020,"HPV","HPV",104.358327469551,0,"EURO","High income",0,30424
"FIN",2020,"Hib","Hib3",4.31379567504142,4.26639132696405,"EURO","High income",0.9,45752
"FIN",2020,"Measles","MCV1",116.806060700097,115.589330901138,"EURO","High income",0.95,45752
"FIN",2020,"Measles","MCV2",14.828843297822,14.828843297822,"EURO","High income",0.93,45752
"FIN",2020,"PCV","PCV3",4.83351097948949,4.6705836431022,"EURO","High income",0.86,45752
"FIN",2020,"Rota","Rota",1.03331976912705,1.02087013335444,"EURO","High income",0.82,45752
"FIN",2020,"D","DTP3",0.213519204563694,0.211172839678378,"EURO","High income",0.9,45752
"FIN",2020,"P","DTP3",7.5933237099585,7.50988059226665,"EURO","High income",0.9,45752
"FIN",2020,"T","DTP3",1.25115436148562,1.2374054124583,"EURO","High income",0.9,45752
"FIN",2020,"Rubella","Rubella",30.6006566684708,30.2818998281742,"EURO","High income",0.95,45752
"FIN",2021,"HPV","HPV",106.039092012677,0,"EURO","High income",0,30914
"FIN",2021,"Hib","Hib3",4.3870562809058,4.29063746154524,"EURO","High income",0.89,46529
"FIN",2021,"Measles","MCV1",118.789762159355,115.077582091876,"EURO","High income",0.93,46529
"FIN",2021,"Measles","MCV2",15.0806795288591,15.0806795288591,"EURO","High income",0.93,46529
"FIN",2021,"PCV","PCV3",4.91559783975928,4.52897778494675,"EURO","High income",0.82,46529
"FIN",2021,"Rota","Rota",1.05086849837631,1.01288529963981,"EURO","High income",0.8,46529
"FIN",2021,"D","DTP3",0.217145372205458,0.2123729464427,"EURO","High income",0.89,46529
"FIN",2021,"P","DTP3",7.72228009487365,7.55255965322807,"EURO","High income",0.89,46529
"FIN",2021,"T","DTP3",1.27240254602125,1.2444376548999,"EURO","High income",0.89,46529
"FIN",2021,"Rubella","Rubella",31.1203434631771,30.1478327299528,"EURO","High income",0.93,46529
"FIN",2022,"HPV","HPV",106.423266765392,0,"EURO","High income",0,31026
"FIN",2022,"Hib","Hib3",4.45569641248892,4.43636811728556,"EURO","High income",0.91,47052
"FIN",2022,"Measles","MCV1",120.124994930516,117.622390869464,"EURO","High income",0.94,47052
"FIN",2022,"Measles","MCV2",15.2696839472438,15.0862103698197,"EURO","High income",0.92,47052
"FIN",2022,"PCV","PCV3",5.01086523282506,4.85914613392077,"EURO","High income",0.87,47052
"FIN",2022,"Rota","Rota",1.08646462336206,1.08828733829586,"EURO","High income",0.85,47052
"FIN",2022,"D","DTP3",0.220542841024292,0.219586151712076,"EURO","High income",0.91,47052
"FIN",2022,"P","DTP3",7.84310332755949,7.80908085331718,"EURO","High income",0.91,47052
"FIN",2022,"T","DTP3",1.29231062847866,1.28670473458256,"EURO","High income",0.91,47052
"FIN",2022,"Rubella","Rubella",31.4701455141827,30.8145174826372,"EURO","High income",0.94,47052
"FJI",2019,"HepB","HepB",120.901543649985,120.901543649985,"WPRO","Upper middle income",0.97,18265
"FJI",2019,"HepB","HepB_BD",49.0277137797926,49.0277137797926,"WPRO","Upper middle income",0.97,18265
"FJI",2019,"Hib","Hib3",17.9898791541228,17.9898791541228,"WPRO","Upper middle income",0.97,18265
"FJI",2019,"Measles","MCV1",96.0886904295403,96.0886904295403,"WPRO","Upper middle income",0.96,18265
"FJI",2019,"Measles","MCV2",7.82624405112673,7.82624405112673,"WPRO","Upper middle income",0.66,18710
"FJI",2019,"PCV","PCV3",21.3005796359027,21.3005796359027,"WPRO","Upper middle income",0.96,18265
"FJI",2019,"Rota","Rota",4.75205725709952,4.75205725709952,"WPRO","Upper middle income",0.96,18265
"FJI",2019,"D","DTP3",6.62893091088446,6.62893091088446,"WPRO","Upper middle income",0.97,18265
"FJI",2019,"P","DTP3",136.786900411237,136.786900411237,"WPRO","Upper middle income",0.97,18265
"FJI",2019,"T","DTP3",11.9558764828397,11.9558764828397,"WPRO","Upper middle income",0.97,18265
"FJI",2019,"TB","BCG",34.7958437738563,34.7958437738563,"WPRO","Upper middle income",0.97,18265
"FJI",2019,"Rubella","Rubella",6.50760854925223,6.50760854925223,"WPRO","Upper middle income",0.96,18265
"FJI",2020,"HPV","HPV",82.497541015361,0,"WPRO","Upper middle income",0,8551
"FJI",2020,"HepB","HepB",119.451916600472,121.914842715946,"WPRO","Upper middle income",0.99,18046
"FJI",2020,"HepB","HepB_BD",48.4398643783267,49.4386244686015,"WPRO","Upper middle income",0.99,18046
"FJI",2020,"Hib","Hib3",17.7741778929811,18.1406557876818,"WPRO","Upper middle income",0.99,18046
"FJI",2020,"Measles","MCV1",94.9365730901442,94.9365730901442,"WPRO","Upper middle income",0.96,18046
"FJI",2020,"Measles","MCV2",7.63884921762032,7.52310907795941,"WPRO","Upper middle income",0.65,18262
"FJI",2020,"PCV","PCV3",21.0451825956474,21.4836238997234,"WPRO","Upper middle income",0.98,18046
"FJI",2020,"Rota","Rota",4.69507940112883,4.74398647822392,"WPRO","Upper middle income",0.97,18046
"FJI",2020,"D","DTP3",6.54944906749636,6.68448925445505,"WPRO","Upper middle income",0.99,18046
"FJI",2020,"P","DTP3",135.146805629411,137.933337704244,"WPRO","Upper middle income",0.99,18046
"FJI",2020,"T","DTP3",11.8125237891774,12.0560809807068,"WPRO","Upper middle income",0.99,18046
"FJI",2020,"TB","BCG",34.3786365586099,35.0874744257978,"WPRO","Upper middle income",0.99,18046
"FJI",2020,"Rubella","Rubella",6.4295813785823,6.4295813785823,"WPRO","Upper middle income",0.96,18046
"FJI",2021,"HPV","HPV",83.8192768496616,0,"WPRO","Upper middle income",0,8688
"FJI",2021,"HepB","HepB",117.399933105729,119.820550283166,"WPRO","Upper middle income",0.99,17736
"FJI",2021,"HepB","HepB_BD",47.6077487872106,48.5893518549882,"WPRO","Upper middle income",0.99,17736
"FJI",2021,"Hib","Hib3",17.4688473406801,17.8290297600756,"WPRO","Upper middle income",0.99,17736
"FJI",2021,"Measles","MCV1",93.3057220617753,96.2215258762058,"WPRO","Upper middle income",0.99,17736
"FJI",2021,"Measles","MCV2",7.5275835352259,8.21190931115552,"WPRO","Upper middle income",0.72,17996
"FJI",2021,"PCV","PCV3",20.6836616710851,21.3300260983065,"WPRO","Upper middle income",0.99,17736
"FJI",2021,"Rota","Rota",4.61442581505158,4.75862662177194,"WPRO","Upper middle income",0.99,17736
"FJI",2021,"D","DTP3",6.43694052206115,6.56966094519643,"WPRO","Upper middle income",0.99,17736
"FJI",2021,"P","DTP3",132.82521027614,135.563874405545,"WPRO","Upper middle income",0.99,17736
"FJI",2021,"T","DTP3",11.6096044511166,11.8489777387685,"WPRO","Upper middle income",0.99,17736
"FJI",2021,"TB","BCG",33.7880692676219,34.4847304896348,"WPRO","Upper middle income",0.99,17736
"FJI",2021,"Rubella","Rubella",6.31913195891254,6.51660483262856,"WPRO","Upper middle income",0.99,17736
"FJI",2022,"HPV","HPV",97.2364805482188,0,"WPRO","Upper middle income",0,8710
"FJI",2022,"HepB","HepB",116.366784774575,118.604509515746,"WPRO","Upper middle income",0.99,17556
"FJI",2022,"HepB","HepB_BD",47.1887888703836,47.610405358436,"WPRO","Upper middle income",0.98,17556
"FJI",2022,"Hib","Hib3",17.3151171808772,17.6480856150139,"WPRO","Upper middle income",0.99,17556
"FJI",2022,"Measles","MCV1",92.6440313394626,95.2449880628478,"WPRO","Upper middle income",0.99,17556
"FJI",2022,"Measles","MCV2",8.49290307164769,8.81120772350554,"WPRO","Upper middle income",0.78,17824
"FJI",2022,"PCV","PCV3",20.5369805594792,21.1135508672682,"WPRO","Upper middle income",0.99,17556
"FJI",2022,"Rota","Rota",4.58170196186069,4.71033203494746,"WPRO","Upper middle income",0.99,17556
"FJI",2022,"D","DTP3",6.38029385981721,6.50298644304626,"WPRO","Upper middle income",0.99,17556
"FJI",2022,"P","DTP3",131.656315706087,134.188057006301,"WPRO","Upper middle income",0.99,17556
"FJI",2022,"T","DTP3",11.507437072084,11.7287242434495,"WPRO","Upper middle income",0.99,17556
"FJI",2022,"TB","BCG",33.490725934851,34.1347501396046,"WPRO","Upper middle income",0.99,17556
"FJI",2022,"Rubella","Rubella",6.27431894104088,6.45046878899566,"WPRO","Upper middle income",0.99,17556
"FRA",2019,"HPV","HPV",1034.18089548799,1034.18089548799,"EURO","High income",0.33,388422
"FRA",2019,"HepB","HepB",4026.25271306193,4026.25271306193,"EURO","High income",0.93,687923
"FRA",2019,"Hib","Hib3",82.6275759932044,82.6275759932044,"EURO","High income",0.96,687923
"FRA",2019,"Measles","MCV1",1621.20178723627,1621.20178723627,"EURO","High income",0.92,687923
"FRA",2019,"Measles","MCV2",218.965967723891,218.965967723891,"EURO","High income",0.86,687923
"FRA",2019,"PCV","PCV3",96.062895304588,96.062895304588,"EURO","High income",0.92,687923
"FRA",2019,"D","DTP3",3.20140798930062,3.20140798930062,"EURO","High income",0.96,687923
"FRA",2019,"P","DTP3",125.900444481563,125.900444481563,"EURO","High income",0.96,687923
"FRA",2019,"T","DTP3",19.1415212759464,19.1415212759464,"EURO","High income",0.96,687923
"FRA",2019,"Rubella","Rubella",313.667981810932,313.667981810932,"EURO","High income",0.92,687923
"FRA",2020,"HPV","HPV",1641.49579666187,0,"EURO","High income",0,391253
"FRA",2020,"HepB","HepB",3977.92641978237,4063.47322450887,"EURO","High income",0.95,679666
"FRA",2020,"Hib","Hib3",81.6358139864451,81.6358139864451,"EURO","High income",0.96,679666
"FRA",2020,"Measles","MCV1",1601.74283157232,1636.56332791085,"EURO","High income",0.94,679666
"FRA",2020,"Measles","MCV2",216.33776370179,226.399985269315,"EURO","High income",0.9,679666
"FRA",2020,"PCV","PCV3",94.9098718898599,98.0047590167031,"EURO","High income",0.95,679666
"FRA",2020,"D","DTP3",3.16298213965225,3.16298213965225,"EURO","High income",0.96,679666
"FRA",2020,"P","DTP3",124.389287026319,124.389287026319,"EURO","High income",0.96,679666
"FRA",2020,"T","DTP3",18.9117694851566,18.9117694851566,"EURO","High income",0.96,679666
"FRA",2020,"Rubella","Rubella",309.903088754859,316.640112423442,"EURO","High income",0.94,679666
"FRA",2021,"HPV","HPV",1702.46489641573,0,"EURO","High income",0,390756
"FRA",2021,"HepB","HepB",3859.61859704373,3942.62114751779,"EURO","High income",0.95,659452
"FRA",2021,"Hib","Hib3",79.2078768174209,79.2078768174209,"EURO","High income",0.96,659452
"FRA",2021,"Measles","MCV1",1554.10527195126,1587.8901691676,"EURO","High income",0.94,659452
"FRA",2021,"Measles","MCV2",209.903645244389,219.666605488314,"EURO","High income",0.9,659452
"FRA",2021,"PCV","PCV3",92.0871499199782,95.0899917651949,"EURO","High income",0.95,659452
"FRA",2021,"D","DTP3",3.06891163889022,3.06891163889022,"EURO","High income",0.96,659452
"FRA",2021,"P","DTP3",120.689815450648,120.689815450648,"EURO","High income",0.96,659452
"FRA",2021,"T","DTP3",18.3493130604231,18.3493130604231,"EURO","High income",0.96,659452
"FRA",2021,"Rubella","Rubella",300.686236600873,307.222893918283,"EURO","High income",0.94,659452
"FRA",2022,"HPV","HPV",1783.49712455083,0,"EURO","High income",0,394735
"FRA",2022,"HepB","HepB",3857.3129686469,3922.46717742098,"EURO","High income",0.95,656081
"FRA",2022,"Hib","Hib3",78.8029803992562,78.8029803992562,"EURO","High income",0.96,656081
"FRA",2022,"Measles","MCV1",1556.12701982789,1579.77316025677,"EURO","High income",0.94,656081
"FRA",2022,"Measles","MCV2",213.248137544534,218.543709315277,"EURO","High income",0.9,656081
"FRA",2022,"PCV","PCV3",92.2069468238142,94.6039088323347,"EURO","High income",0.95,656081
"FRA",2022,"D","DTP3",3.05322391463629,3.05322391463629,"EURO","High income",0.96,656081
"FRA",2022,"P","DTP3",120.072870824073,120.072870824073,"EURO","High income",0.96,656081
"FRA",2022,"T","DTP3",18.255514672782,18.255514672782,"EURO","High income",0.96,656081
"FRA",2022,"Rubella","Rubella",301.077401711338,305.652425748654,"EURO","High income",0.94,656081
"FSM",2019,"HepB","HepB",40.5529999862326,40.5529999862326,"WPRO","Lower middle income",0.84,2300
"FSM",2019,"HepB","HepB_BD",7.33897960221018,7.33897960221018,"WPRO","Lower middle income",0.7,2300
"FSM",2019,"Hib","Hib3",2.92342585310979,2.92342585310979,"WPRO","Lower middle income",0.64,2300
"FSM",2019,"Measles","MCV1",12.4950365722384,12.4950365722384,"WPRO","Lower middle income",0.78,2300
"FSM",2019,"Measles","MCV2",1.0837898852339,1.0837898852339,"WPRO","Lower middle income",0.52,2288
"FSM",2019,"PCV","PCV3",4.00482159494123,4.00482159494123,"WPRO","Lower middle income",0.73,2300
"FSM",2019,"Rota","Rota",0.523587447192917,0.523587447192917,"WPRO","Lower middle income",0.36,2300
"FSM",2019,"D","DTP3",0.461023964788518,0.461023964788518,"WPRO","Lower middle income",0.78,2300
"FSM",2019,"P","DTP3",11.4037920662594,11.4037920662594,"WPRO","Lower middle income",0.78,2300
"FSM",2019,"T","DTP3",1.0712168817758,1.0712168817758,"WPRO","Lower middle income",0.78,2300
"FSM",2019,"TB","BCG",2.4782020424567,2.4782020424567,"WPRO","Lower middle income",0.77,2300
"FSM",2019,"Rubella","Rubella",0.385971119968225,0.385971119968225,"WPRO","Lower middle income",0.78,2300
"FSM",2020,"HPV","HPV",1.577575449329,0.631030179731599,"WPRO","Lower middle income",0.28,1149
"FSM",2020,"HepB","HepB",40.4648412906104,42.3917384949251,"WPRO","Lower middle income",0.88,2295
"FSM",2020,"HepB","HepB_BD",7.32302529872711,6.69533741597907,"WPRO","Lower middle income",0.64,2295
"FSM",2020,"Hib","Hib3",2.91707057951607,3.09938749073582,"WPRO","Lower middle income",0.68,2295
"FSM",2020,"Measles","MCV1",12.4678734492552,12.6277179806559,"WPRO","Lower middle income",0.79,2295
"FSM",2020,"Measles","MCV2",1.07621093498751,1.28317457633126,"WPRO","Lower middle income",0.62,2272
"FSM",2020,"PCV","PCV3",3.99611546103918,4.32456330715199,"WPRO","Lower middle income",0.79,2295
"FSM",2020,"Rota","Rota",0.522449213612063,0.580499126235626,"WPRO","Lower middle income",0.4,2295
"FSM",2020,"D","DTP3",0.460021738778109,0.489510311776705,"WPRO","Lower middle income",0.83,2295
"FSM",2020,"P","DTP3",11.3790012139414,12.1084243686813,"WPRO","Lower middle income",0.83,2295
"FSM",2020,"T","DTP3",1.06888814942411,1.13740662054104,"WPRO","Lower middle income",0.83,2295
"FSM",2020,"TB","BCG",2.47281464671223,2.69761597823152,"WPRO","Lower middle income",0.84,2295
"FSM",2020,"Rubella","Rubella",0.38513205231612,0.390069642730429,"WPRO","Lower middle income",0.79,2295
"FSM",2021,"HPV","HPV",1.55286147362149,0.709879530798398,"WPRO","Lower middle income",0.32,1131
"FSM",2021,"HepB","HepB",40.3766825949881,37.9733086310007,"WPRO","Lower middle income",0.79,2290
"FSM",2021,"HepB","HepB_BD",7.30707099524405,6.78513735272662,"WPRO","Lower middle income",0.65,2290
"FSM",2021,"Hib","Hib3",2.91071530592235,2.54687589268206,"WPRO","Lower middle income",0.56,2290
"FSM",2021,"Measles","MCV1",12.4407103262721,10.2077623189925,"WPRO","Lower middle income",0.64,2290
"FSM",2021,"Measles","MCV2",1.07242145986432,0.783692605285461,"WPRO","Lower middle income",0.38,2264
"FSM",2021,"PCV","PCV3",3.98740932713714,3.82354319040547,"WPRO","Lower middle income",0.7,2290
"FSM",2021,"Rota","Rota",0.521310980031209,0.608196143369744,"WPRO","Lower middle income",0.42,2290
"FSM",2021,"D","DTP3",0.459019512767699,0.423710319477876,"WPRO","Lower middle income",0.72,2290
"FSM",2021,"P","DTP3",11.3542103616235,10.4808095645755,"WPRO","Lower middle income",0.72,2290
"FSM",2021,"T","DTP3",1.06655941707243,0.984516384989932,"WPRO","Lower middle income",0.72,2290
"FSM",2021,"TB","BCG",2.46742725096776,1.89062607541685,"WPRO","Lower middle income",0.59,2290
"FSM",2021,"Rubella","Rubella",0.384292984664015,0.315317320749961,"WPRO","Lower middle income",0.64,2290
"FSM",2022,"HPV","HPV",1.77305122861549,1.53226649386524,"WPRO","Lower middle income",0.7,1116
"FSM",2022,"HepB","HepB",41.4404546948714,36.2867488230847,"WPRO","Lower middle income",0.75,2305
"FSM",2022,"HepB","HepB_BD",7.87108941047271,8.19549778062962,"WPRO","Lower middle income",0.78,2305
"FSM",2022,"Hib","Hib3",3.22727721029241,2.47200282565608,"WPRO","Lower middle income",0.54,2305
"FSM",2022,"Measles","MCV1",12.9969864561042,11.077330499619,"WPRO","Lower middle income",0.69,2305
"FSM",2022,"Measles","MCV2",1.27946242393599,0.785423375173459,"WPRO","Lower middle income",0.38,2269
"FSM",2022,"PCV","PCV3",4.24198792089133,3.57368907362757,"WPRO","Lower middle income",0.65,2305
"FSM",2022,"Rota","Rota",0.740463646455845,0.58302853419308,"WPRO","Lower middle income",0.4,2305
"FSM",2022,"D","DTP3",0.4795441927404,0.408715476475975,"WPRO","Lower middle income",0.69,2305
"FSM",2022,"P","DTP3",11.8619045391758,10.1099002741261,"WPRO","Lower middle income",0.69,2305
"FSM",2022,"T","DTP3",1.1142497441683,0.949674966343545,"WPRO","Lower middle income",0.69,2305
"FSM",2022,"TB","BCG",2.58647876780845,2.41908062162452,"WPRO","Lower middle income",0.75,2305
"FSM",2022,"Rubella","Rubella",0.401476329394666,0.342178242894907,"WPRO","Lower middle income",0.69,2305
"GAB",2019,"HepB","HepB",538.299181819975,538.299181819975,"AFRO","Upper middle income",0.7,61863
"GAB",2019,"Hib","Hib3",94.9813843212354,94.9813843212354,"AFRO","Upper middle income",0.7,61863
"GAB",2019,"Measles","MCV1",775.592574615424,775.592574615424,"AFRO","Upper middle income",0.62,61863
"GAB",2019,"YF","YF",264.693141133363,264.693141133363,"AFRO","Upper middle income",0.61,61863
"GAB",2019,"D","DTP3",15.2762207456379,15.2762207456379,"AFRO","Upper middle income",0.7,61863
"GAB",2019,"P","DTP3",499.29669992372,499.29669992372,"AFRO","Upper middle income",0.7,61863
"GAB",2019,"T","DTP3",30.8979595088673,30.8979595088673,"AFRO","Upper middle income",0.7,61863
"GAB",2019,"TB","BCG",222.926369213369,222.926369213369,"AFRO","Upper middle income",0.92,61863
"GAB",2020,"HepB","HepB",538.708151018777,484.8373359169,"AFRO","Upper middle income",0.63,61910
"GAB",2020,"Hib","Hib3",95.0535457919545,85.5481912127591,"AFRO","Upper middle income",0.63,61910
"GAB",2020,"Measles","MCV1",776.181825880428,663.510270510689,"AFRO","Upper middle income",0.53,61910
"GAB",2020,"YF","YF",264.894239974888,225.811483257282,"AFRO","Upper middle income",0.52,61910
"GAB",2020,"D","DTP3",15.287826752056,13.7590440768504,"AFRO","Upper middle income",0.63,61910
