"location_iso3","year","disease","v_at_id","target"
"CRI",2021,"Measles",8,309.807187928107
"CRI",2021,"Measles",9,51.9592951791473
"CRI",2021,"P",20,45.215031542382
"CRI",2021,"PCV",13,26.5082426926133
"CRI",2021,"Rota",15,3.61417839673056
"CRI",2021,"Rubella",17,49.2706153481296
"CRI",2021,"T",20,6.30874472027367
"CRI",2021,"TB",21,3.86995833484363
"CRI",2022,"D",20,1.24082555955816
"CRI",2022,"HPV",2,218.54448183173
"CRI",2022,"HepB",3,537.32318391192
"CRI",2022,"HepB",4,253.086283854227
"CRI",2022,"Hib",5,22.057102577052
"CRI",2022,"Measles",8,305.511631736926
"CRI",2022,"Measles",9,51.4360091605877
"CRI",2022,"P",20,44.5881135229027
"CRI",2022,"PCV",13,26.1406991027531
"CRI",2022,"Rota",15,4.17644092083448
"CRI",2022,"Rubella",17,48.5874656180753
"CRI",2022,"T",20,6.22127235521014
"CRI",2022,"TB",21,3.80524958548479
"CRI",2023,"D",20,1.23105528284451
"CRI",2023,"HPV",2,244.927054412462
"CRI",2023,"HepB",3,533.955755163838
"CRI",2023,"HepB",4,255.083140794526
"CRI",2023,"Hib",5,21.8513874171642
"CRI",2023,"Measles",8,303.106029145718
"CRI",2023,"Measles",9,51.2029093771656
"CRI",2023,"P",20,44.2370261328156
"CRI",2023,"PCV",13,25.9348668955142
"CRI",2023,"Rota",15,4.59300561513251
"CRI",2023,"Rubella",17,48.2048872771901
"CRI",2023,"T",20,6.17228597517211
"CRI",2023,"TB",21,3.7649863636615
"CRI",2024,"D",20,1.22721940383864
"CRI",2024,"HPV",2,243.663804668496
"CRI",2024,"HepB",3,533.057288027157
"CRI",2024,"HepB",4,257.58384432662
"CRI",2024,"Hib",5,21.7539371705676
"CRI",2024,"Measles",8,302.161572735064
"CRI",2024,"Measles",9,51.1936979809226
"CRI",2024,"P",20,44.0991867667127
"CRI",2024,"PCV",13,25.8540557306293
"CRI",2024,"Rota",15,4.90954081007911
"CRI",2024,"Rubella",17,48.0546843434441
"CRI",2024,"T",20,6.1530535795841
"CRI",2024,"TB",21,3.74360434213423
"CRI",2025,"D",20,1.22001041130375
"CRI",2025,"HPV",2,240.181332401347
"CRI",2025,"HepB",3,530.601117585107
"CRI",2025,"HepB",4,258.777943372461
"CRI",2025,"Hib",5,21.5993337496543
"CRI",2025,"Measles",8,300.386600374487
"CRI",2025,"Measles",9,51.0237910978895
"CRI",2025,"P",20,43.8401371565114
"CRI",2025,"PCV",13,25.7021825658343
"CRI",2025,"Rota",15,5.12297869259016
"CRI",2025,"Rubella",17,47.7723991549808
"CRI",2025,"T",20,6.11690900984926
"CRI",2025,"TB",21,3.71259415886661
"CRI",2026,"D",20,1.22062118980261
"CRI",2026,"HPV",2,239.05465019727
"CRI",2026,"HepB",3,531.464900869745
"CRI",2026,"HepB",4,261.13843947352
"CRI",2026,"Hib",5,21.5855238642557
"CRI",2026,"Measles",8,300.536984072162
"CRI",2026,"Measles",9,51.1636190471702
"CRI",2026,"P",20,43.8620850127871
"CRI",2026,"PCV",13,25.7150499482267
"CRI",2026,"Rota",15,5.30352827768093
"CRI",2026,"Rubella",17,47.7963156346866
"CRI",2026,"T",20,6.11997134150486
"CRI",2026,"TB",21,3.70596698260377
"CRI",2027,"D",20,1.21737445004575
"CRI",2027,"HPV",2,242.796600790206
"CRI",2027,"HepB",3,530.578245364205
"CRI",2027,"HepB",4,262.269438351688
"CRI",2027,"Hib",5,21.5055926401401
"CRI",2027,"Measles",8,299.737583420474
"CRI",2027,"Measles",9,51.1267744107582
"CRI",2027,"P",20,43.7454159131358
"CRI",2027,"PCV",13,25.6466502876982
"CRI",2027,"Rota",15,5.4192099315696
"CRI",2027,"Rubella",17,47.6691818445321
"CRI",2027,"T",20,6.10369278233245
"CRI",2027,"TB",21,3.68814863133105
"CRI",2028,"D",20,1.21509572000204
"CRI",2028,"HPV",2,245.668312670633
"CRI",2028,"HepB",3,530.048498794712
"CRI",2028,"HepB",4,263.266717139761
"CRI",2028,"Hib",5,21.4447563767257
"CRI",2028,"Measles",8,299.176522658484
"CRI",2028,"Measles",9,51.1170530540287
"CRI",2028,"P",20,43.6635314990903
"CRI",2028,"PCV",13,25.5986438649176
"CRI",2028,"Rota",15,5.50325179676756
"CRI",2028,"Rubella",17,47.5799527689389
"CRI",2028,"T",20,6.09226764677111
"CRI",2028,"TB",21,3.67376890925131
"CRI",2029,"D",20,1.21603912429024
"CRI",2029,"HPV",2,250.498441008483
"CRI",2029,"HepB",3,530.867358092892
"CRI",2029,"HepB",4,264.680746035729
"CRI",2029,"Hib",5,21.4425673466281
"CRI",2029,"Measles",8,299.408804288449
"CRI",2029,"Measles",9,51.2311520261161
"CRI",2029,"P",20,43.697432007648
"CRI",2029,"PCV",13,25.6185187356762
"CRI",2029,"Rota",15,5.57553938098463
"CRI",2029,"Rubella",17,47.6168939997702
"CRI",2029,"T",20,6.0969977032829
"CRI",2029,"TB",21,3.66958003368895
"CRI",2030,"D",20,1.21141084344973
"CRI",2030,"HPV",2,252.771342161928
"CRI",2030,"HepB",3,529.202008025576
"CRI",2030,"HepB",4,264.645439537965
"CRI",2030,"Hib",5,21.3438157168469
"CRI",2030,"Measles",8,298.269245531919
"CRI",2030,"Measles",9,51.0999992745207
"CRI",2030,"P",20,43.5311182901856
"CRI",2030,"PCV",13,25.5210138963514
"CRI",2030,"Rota",15,5.60271027793564
"CRI",2030,"Rubella",17,47.4356626941474
"CRI",2030,"T",20,6.07379234986042
"CRI",2030,"TB",21,3.64901077906184
"CUB",2019,"D",20,1.96601549376686
"CUB",2019,"HepB",3,25.0368965144425
"CUB",2019,"HepB",4,24.7961639432339
"CUB",2019,"Hib",5,17.9038083733071
"CUB",2019,"Measles",8,1013.03691841764
"CUB",2019,"Measles",9,82.8330019601387
"CUB",2019,"P",20,56.9620706518372
"CUB",2019,"PCV",13,0
"CUB",2019,"Rota",15,0
"CUB",2019,"Rubella",17,18.9675086536609
"CUB",2019,"T",20,9.93634610175036
"CUB",2019,"TB",21,4.49893862166112
"CUB",2020,"D",20,1.85034670393641
"CUB",2020,"HPV",2,0
"CUB",2020,"HepB",3,23.5638727615182
"CUB",2020,"HepB",4,23.3373034790898
"CUB",2020,"Hib",5,16.8504535780563
"CUB",2020,"Measles",8,953.435783646098
"CUB",2020,"Measles",9,81.4594810111643
"CUB",2020,"P",20,53.6107573995135
"CUB",2020,"PCV",13,0
"CUB",2020,"Rota",15,0
"CUB",2020,"Rubella",17,17.8515719893654
"CUB",2020,"T",20,9.35174993118617
"CUB",2020,"TB",21,4.23424753070132
"CUB",2021,"D",20,1.77187462387658
"CUB",2021,"HPV",2,0
"CUB",2021,"HepB",3,22.5645432272598
"CUB",2021,"HepB",4,22.3475826105111
"CUB",2021,"Hib",5,16.135836074532
"CUB",2021,"Measles",8,913.001151051563
"CUB",2021,"Measles",9,82.8201786317769
"CUB",2021,"P",20,51.3371577342331
"CUB",2021,"PCV",13,0
"CUB",2021,"Rota",15,0
"CUB",2021,"Rubella",17,17.0944976619634
"CUB",2021,"T",20,8.9551478956118
"CUB",2021,"TB",21,4.05467566424222
"CUB",2022,"D",20,1.68519466087236
"CUB",2022,"HPV",2,0
"CUB",2022,"HepB",3,21.4606876012523
"CUB",2022,"HepB",4,21.2543406802921
"CUB",2022,"Hib",5,15.3464722814422
"CUB",2022,"Measles",8,868.337208733329
"CUB",2022,"Measles",9,78.0071560533169
"CUB",2022,"P",20,48.8257481383274
"CUB",2022,"PCV",13,0
"CUB",2022,"Rota",15,0
"CUB",2022,"Rubella",17,16.2582362217081
"CUB",2022,"T",20,8.51706278629931
"CUB",2022,"TB",21,3.85632125934549
"CUB",2023,"D",20,1.67279013962579
"CUB",2023,"HPV",2,0
"CUB",2023,"HepB",3,21.302717984153
"CUB",2023,"HepB",4,21.0978899587986
"CUB",2023,"Hib",5,15.2335086898198
"CUB",2023,"Measles",8,861.945479869588
"CUB",2023,"Measles",9,74.7008745573678
"CUB",2023,"P",20,48.4663475039532
"CUB",2023,"PCV",13,7.5382142878929
"CUB",2023,"Rota",15,0.572294339997829
"CUB",2023,"Rubella",17,16.1385612421188
"CUB",2023,"T",20,8.45436968101952
"CUB",2023,"TB",21,3.82793532856502
"CUB",2024,"D",20,1.66023393265745
"CUB",2024,"HPV",2,0
"CUB",2024,"HepB",3,21.1428166733664
"CUB",2024,"HepB",4,20.9395261170694
"CUB",2024,"Hib",5,15.1191637499303
"CUB",2024,"Measles",8,855.475591277894
"CUB",2024,"Measles",9,71.0455135671253
"CUB",2024,"P",20,48.1025520248652
"CUB",2024,"PCV",13,11.6888618396332
"CUB",2024,"Rota",15,0.887407709088689
"CUB",2024,"Rubella",17,16.0174228456595
"CUB",2024,"T",20,8.39090994809363
"CUB",2024,"TB",21,3.79920228721793
"CUB",2025,"D",20,1.64080130630243
"CUB",2025,"HPV",2,236.144182912137
"CUB",2025,"HepB",3,20.895345248753
"CUB",2025,"HepB",4,20.6944341579905
"CUB",2025,"Hib",5,14.9421976885979
"CUB",2025,"Measles",8,845.462461685648
"CUB",2025,"Measles",9,70.524031547079
"CUB",2025,"P",20,47.5395235854175
"CUB",2025,"PCV",13,13.8902539119988
"CUB",2025,"Rota",15,1.05453538349752
"CUB",2025,"Rubella",17,15.8299428844278
"CUB",2025,"T",20,8.29269642854526
"CUB",2025,"TB",21,3.75473356685123
"CUB",2026,"D",20,1.62841363902494
"CUB",2026,"HPV",2,230.75870833818
"CUB",2026,"HepB",3,20.7375902642857
"CUB",2026,"HepB",4,20.5381960054121
"CUB",2026,"Hib",5,14.8293875801163
"CUB",2026,"Measles",8,839.079417236124
"CUB",2026,"Measles",9,69.9954254557206
"CUB",2026,"P",20,47.1806112671226
"CUB",2026,"PCV",13,15.0903293594327
"CUB",2026,"Rota",15,1.14564401478701
"CUB",2026,"Rubella",17,15.710430506713
"CUB",2026,"T",20,8.23008850411503
"CUB",2026,"TB",21,3.72638620391149
"CUB",2027,"D",20,1.61673383844903
"CUB",2027,"HPV",2,247.80112153552
"CUB",2027,"HepB",3,20.5888498503593
"CUB",2027,"HepB",4,20.3908857472667
"CUB",2027,"Hib",5,14.7230237635479
"CUB",2027,"Measles",8,833.061118183716
"CUB",2027,"Measles",9,69.1761572548282
"CUB",2027,"P",20,46.8422082241589
"CUB",2027,"PCV",13,15.7106543127396
"CUB",2027,"Rota",15,1.19273851836289
"CUB",2027,"Rubella",17,15.5977474077246
"CUB",2027,"T",20,8.17105817536652
"CUB",2027,"TB",21,3.69965869028259
"CUB",2028,"D",20,1.60604842204913
"CUB",2028,"HPV",2,247.353071750681
"CUB",2028,"HepB",3,20.4527727617167
"CUB",2028,"HepB",4,20.2561170551106
"CUB",2028,"Hib",5,14.6257154522862
"CUB",2028,"Measles",8,827.555199570113
"CUB",2028,"Measles",9,68.6546752347819
"CUB",2028,"P",20,46.5326158298746
"CUB",2028,"PCV",13,16.0138102883227
"CUB",2028,"Rota",15,1.21575384299241
"CUB",2028,"Rubella",17,15.4946578193284
"CUB",2028,"T",20,8.11705351674235
"CUB",2028,"TB",21,3.67520667925702
"CUB",2029,"D",20,1.59662705333061
"CUB",2029,"HPV",2,256.939167174792
"CUB",2029,"HepB",3,20.3327931204688
"CUB",2029,"HepB",4,20.1372910315849
"CUB",2029,"Hib",5,14.5399183765838
"CUB",2029,"Measles",8,822.700612022788
"CUB",2029,"Measles",9,68.1631143142465
"CUB",2029,"P",20,46.2596471415387
"CUB",2029,"PCV",13,16.14739612166
"CUB",2029,"Rota",15,1.22589555738299
"CUB",2029,"Rubella",17,15.4037633715153
"CUB",2029,"T",20,8.06943742183555
"CUB",2029,"TB",21,3.65364725628652
"CUB",2030,"D",20,1.59099782765621
"CUB",2030,"HPV",2,275.152378599108
"CUB",2030,"HepB",3,20.2611058214047
"CUB",2030,"HepB",4,20.0662930139506
"CUB",2030,"Hib",5,14.4886550075595
"CUB",2030,"Measles",8,819.800017674297
"CUB",2030,"Measles",9,67.7128730073213
"CUB",2030,"P",20,46.0965495710482
"CUB",2030,"PCV",13,16.2179612842319
"CUB",2030,"Rota",15,1.23125280004002
"CUB",2030,"Rubella",17,15.3494543454517
"CUB",2030,"T",20,8.04098701808086
"CUB",2030,"TB",21,3.64076559748125
"CYP",2019,"D",20,0.0793121698822789
"CYP",2019,"HepB",3,68.0713122618284
"CYP",2019,"Hib",5,1.72063184130797
"CYP",2019,"Measles",8,29.8450089233916
"CYP",2019,"Measles",9,5.06223181054376
"CYP",2019,"P",20,3.140417358148
"CYP",2019,"PCV",13,1.77056721738006
"CYP",2019,"Rubella",17,4.30451937336652
"CYP",2019,"T",20,0.38537489560486
"CYP",2020,"D",20,0.0795996847342047
"CYP",2020,"HPV",2,7.20335865599268
"CYP",2020,"HepB",3,68.3180778375831
"CYP",2020,"Hib",5,1.72686931041021
"CYP",2020,"Measles",8,29.9532001799676
"CYP",2020,"Measles",9,5.08058292653999
"CYP",2020,"P",20,3.15180169718516
"CYP",2020,"PCV",13,1.77698570740606
"CYP",2020,"Rubella",17,4.320123703094
"CYP",2020,"T",20,0.386771919620345
"CYP",2021,"D",20,0.0784795747902439
"CYP",2021,"HPV",2,7.33458218140412
"CYP",2021,"HepB",3,67.3567202820388
"CYP",2021,"Hib",5,1.70256917036606
"CYP",2021,"Measles",8,29.5317050762236
"CYP",2021,"Measles",9,5.00909003713801
"CYP",2021,"P",20,3.10745020968621
"CYP",2021,"PCV",13,1.75198034001311
"CYP",2021,"Rubella",17,4.25933183519735
"CYP",2021,"T",20,0.381329346893352
"CYP",2022,"D",20,0.0769270684046714
"CYP",2022,"HPV",2,7.50528889145264
"CYP",2022,"HepB",3,66.2497965031609
"CYP",2022,"Hib",5,1.68166819627026
"CYP",2022,"Measles",8,29.6499576023755
"CYP",2022,"Measles",9,4.99902761328386
"CYP",2022,"P",20,3.04597770163197
"CYP",2022,"PCV",13,1.78967175293516
"CYP",2022,"Rubella",17,4.27638729298183
"CYP",2022,"T",20,0.373785775873244
"CYP",2023,"D",20,0.0755112564393398
"CYP",2023,"HPV",2,7.62141590509108
"CYP",2023,"HepB",3,65.2313251489805
"CYP",2023,"Hib",5,1.66178316260678
"CYP",2023,"Measles",8,29.6790342069842
"CYP",2023,"Measles",9,4.98103051592005
"CYP",2023,"P",20,2.98991769875473
"CYP",2023,"PCV",13,1.81408038286357
"CYP",2023,"Rubella",17,4.28058098607708
"CYP",2023,"T",20,0.3669063979777
"CYP",2024,"D",20,0.0745937319414903
"CYP",2024,"HPV",2,7.85599247264074
"CYP",2024,"HepB",3,64.6184595809966
"CYP",2024,"Hib",5,1.65121995081006
"CYP",2024,"Measles",8,29.7910186939736
"CYP",2024,"Measles",9,4.98233023790407
"CYP",2024,"P",20,2.95358771479578
"CYP",2024,"PCV",13,1.83771948735077
"CYP",2024,"Rubella",17,4.29673241008904
"CYP",2024,"T",20,0.362448180429265
"CYP",2025,"D",20,0.073755174936337
"CYP",2025,"HPV",2,7.48090221858856
"CYP",2025,"HepB",3,64.0528638767243
"CYP",2025,"Hib",5,1.64103109559935
"CYP",2025,"Measles",8,29.84441847576
"CYP",2025,"Measles",9,4.97792549975039
"CYP",2025,"P",20,2.92038450047585
"CYP",2025,"PCV",13,1.85342229576772
"CYP",2025,"Rubella",17,4.30443421362421
"CYP",2025,"T",20,0.358373663002754
"CYP",2026,"D",20,0.0732371506509294
"CYP",2026,"HPV",2,7.59586796209062
"CYP",2026,"HepB",3,63.7472836922225
"CYP",2026,"Hib",5,1.6368056150913
"CYP",2026,"Measles",8,29.9545494949521
"CYP",2026,"Measles",9,4.98613647071095
"CYP",2026,"P",20,2.89987298931368
"CYP",2026,"PCV",13,1.86941202968132
"CYP",2026,"Rubella",17,4.32031831360681
"CYP",2026,"T",20,0.35585660218843
"CYP",2027,"D",20,0.0723350176583694
"CYP",2027,"HPV",2,9.2320975842563
"CYP",2027,"HepB",3,63.0906302047516
"CYP",2027,"Hib",5,1.62296198798316
"CYP",2027,"Measles",8,29.846832319747
"CYP",2027,"Measles",9,4.96056187663589
"CYP",2027,"P",20,2.86415244209629
"CYP",2027,"PCV",13,1.86934405829412
"CYP",2027,"Rubella",17,4.30478236021826
"CYP",2027,"T",20,0.35147317139407
"CYP",2028,"D",20,0.0712349357577283
"CYP",2028,"HPV",2,11.0601690329527
"CYP",2028,"HepB",3,62.2451873833836
"CYP",2028,"Hib",5,1.60372035882469
"CYP",2028,"Measles",8,29.6051594904922
"CYP",2028,"Measles",9,4.91471268141147
"CYP",2028,"P",20,2.8205939781016
"CYP",2028,"PCV",13,1.8589782491827
"CYP",2028,"Rubella",17,4.26992610072731
"CYP",2028,"T",20,0.346127914187696
"CYP",2029,"D",20,0.0702871625394404
"CYP",2029,"HPV",2,12.2815929624018
"CYP",2029,"HepB",3,61.5181831325647
"CYP",2029,"Hib",5,1.5870650436511
"CYP",2029,"Measles",8,29.3834267260579
"CYP",2029,"Measles",9,4.8737214474895
"CYP",2029,"P",20,2.78306627622789
"CYP",2029,"PCV",13,1.84842959449291
"CYP",2029,"Rubella",17,4.23794577923813
"CYP",2029,"T",20,0.341522719227113
"CYP",2030,"D",20,0.0694560509435625
"CYP",2030,"HPV",2,13.7415417778644
"CYP",2030,"HepB",3,60.8804365013281
"CYP",2030,"Hib",5,1.57232245368673
"CYP",2030,"Measles",8,29.1752610138608
"CYP",2030,"Measles",9,4.83616204918488
"CYP",2030,"P",20,2.75015786776893
"CYP",2030,"PCV",13,1.83767576626042
"CYP",2030,"Rubella",17,4.2079222217541
"CYP",2030,"T",20,0.337484378768482
"CZE",2019,"D",20,1.01266461314528
"CZE",2019,"HepB",3,741.990141413602
"CZE",2019,"Hib",5,12.6372090524658
"CZE",2019,"Measles",8,275.902983609265
"CZE",2019,"Measles",9,43.8599222880791
"CZE",2019,"P",20,31.3784579538376
"CZE",2019,"Rubella",17,67.1784097566335
"CZE",2019,"T",20,4.62970475913295
"CZE",2019,"TB",21,0
"CZE",2020,"D",20,1.00651157637768
"CZE",2020,"HepB",3,737.481745877657
"CZE",2020,"Hib",5,12.5604242898403
"CZE",2020,"Measles",8,274.22657349243
"CZE",2020,"Measles",9,43.5934256504367
"CZE",2020,"P",20,31.1877997605974
"CZE",2020,"Rubella",17,66.7702279955098
"CZE",2020,"T",20,4.60157427719817
"CZE",2020,"TB",21,0
"CZE",2021,"D",20,0.969865614036145
"CZE",2021,"HepB",3,710.630859190126
"CZE",2021,"Hib",5,12.1031132699554
"CZE",2021,"Measles",8,264.242290230215
"CZE",2021,"Measles",9,42.0062377112042
"CZE",2021,"P",20,30.0522868043973
"CZE",2021,"Rubella",17,64.3391985686398
"CZE",2021,"T",20,4.43403609717954
"CZE",2021,"TB",21,0
"CZE",2022,"D",20,0.941959141970709
"CZE",2022,"HepB",3,690.183490055862
"CZE",2022,"Hib",5,11.7548637934457
"CZE",2022,"Measles",8,258.943332913203
"CZE",2022,"Measles",9,41.7141082892785
"CZE",2022,"P",20,29.187575972224
"CZE",2022,"Rubella",17,63.0489786468817
"CZE",2022,"T",20,4.30645315920101
"CZE",2022,"TB",21,0
"CZE",2023,"D",20,0.923808591033839
"CZE",2023,"HepB",3,676.884388179918
"CZE",2023,"Hib",5,11.5283600688865
"CZE",2023,"Measles",8,255.980267092639
"CZE",2023,"Measles",9,41.6740570575077
"CZE",2023,"P",20,28.6251624228431
"CZE",2023,"Rubella",17,62.3275147205922
"CZE",2023,"T",20,4.22347238653205
"CZE",2023,"TB",21,0
"CZE",2024,"D",20,0.90745494463972
"CZE",2024,"HepB",3,664.901897389693
"CZE",2024,"Hib",5,11.3242802130588
"CZE",2024,"Measles",8,253.233883250794
"CZE",2024,"Measles",9,41.5737487234179
"CZE",2024,"P",20,28.1184278148508
"CZE",2024,"Rubella",17,61.6588097408096
"CZE",2024,"T",20,4.14870671035732
"CZE",2024,"TB",21,0
"CZE",2025,"D",20,0.892526116494145
"CZE",2025,"HepB",3,653.963386096729
"CZE",2025,"Hib",5,11.1379808996089
"CZE",2025,"Measles",8,250.642289079793
"CZE",2025,"Measles",9,41.4224850724564
"CZE",2025,"P",20,27.655842670485
"CZE",2025,"Rubella",17,61.0277938204128
"CZE",2025,"T",20,4.0804550248371
"CZE",2025,"TB",21,0
"CZE",2026,"D",20,0.881817291441392
"CZE",2026,"HepB",3,646.116915989922
"CZE",2026,"Hib",5,11.004343702119
"CZE",2026,"Measles",8,249.029931342419
"CZE",2026,"Measles",9,41.3726468831957
"CZE",2026,"P",20,27.3240186763502
"CZE",2026,"Rubella",17,60.6352078927847
"CZE",2026,"T",20,4.03149636896242
"CZE",2026,"TB",21,0
"CZE",2027,"D",20,0.873277457225595
"CZE",2027,"HepB",3,639.859688557291
"CZE",2027,"Hib",5,10.8977736997139
"CZE",2027,"Measles",8,247.857023671957
"CZE",2027,"Measles",9,41.3482333073364
"CZE",2027,"P",20,27.0594031013665
"CZE",2027,"Rubella",17,60.3496217383247
"CZE",2027,"T",20,3.99245391542167
"CZE",2027,"TB",21,0
"CZE",2028,"D",20,0.867178872110807
"CZE",2028,"HepB",3,635.391190326973
"CZE",2028,"Hib",5,10.821668448262
"CZE",2028,"Measles",8,247.229220828389
"CZE",2028,"Measles",9,41.376928495673
"CZE",2028,"P",20,26.8704321487744
"CZE",2028,"Rubella",17,60.1967607720537
"CZE",2028,"T",20,3.9645723758049
"CZE",2028,"TB",21,0
"CZE",2029,"D",20,0.862786438784085
"CZE",2029,"HepB",3,632.172807672995
"CZE",2029,"Hib",5,10.7668545469187
"CZE",2029,"Measles",8,246.961166403813
"CZE",2029,"Measles",9,41.4357050884328
"CZE",2029,"P",20,26.7343280698243
"CZE",2029,"Rubella",17,60.1314933735802
"CZE",2029,"T",20,3.94449102881901
"CZE",2029,"TB",21,0
"CZE",2030,"D",20,0.860544845743381
"CZE",2030,"HepB",3,630.530368591316
"CZE",2030,"Hib",5,10.7388813369357
"CZE",2030,"Measles",8,247.199835535183
"CZE",2030,"Measles",9,41.5554713847734
"CZE",2030,"P",20,26.6648699964757
"CZE",2030,"Rubella",17,60.1896058756404
"CZE",2030,"T",20,3.93424290339439
"CZE",2030,"TB",21,0
"DEU",2019,"D",20,5.66502828064623
"DEU",2019,"HepB",3,4964.36124159734
"DEU",2019,"Hib",5,85.0284912676421
"DEU",2019,"Measles",8,2238.31145213307
"DEU",2019,"Measles",9,327.592754883593
"DEU",2019,"P",20,200.038147433838
"DEU",2019,"PCV",13,94.1371647632764
"DEU",2019,"Rota",15,18.7090449216349
"DEU",2019,"Rubella",17,501.53374173894
"DEU",2019,"T",20,26.5007758671879
"DEU",2020,"D",20,5.60955651956611
"DEU",2020,"HPV",2,2245.38160028859
"DEU",2020,"HepB",3,4915.75038794103
"DEU",2020,"Hib",5,84.1958952206434
"DEU",2020,"Measles",8,2216.39398377377
"DEU",2020,"Measles",9,324.384977952882
"DEU",2020,"P",20,198.079380809624
"DEU",2020,"PCV",13,93.2153769003015
"DEU",2020,"Rota",15,18.525846600547
"DEU",2020,"Rubella",17,496.622740678202
"DEU",2020,"T",20,26.2412811860466
"DEU",2021,"D",20,5.52495991366223
"DEU",2021,"HPV",2,2272.72283996403
"DEU",2021,"HepB",3,4841.61693428208
"DEU",2021,"Hib",5,82.92615367479
"DEU",2021,"Measles",8,2182.96898703489
"DEU",2021,"Measles",9,319.492992633667
"DEU",2021,"P",20,195.092185073635
"DEU",2021,"PCV",13,91.8096143455771
"DEU",2021,"Rota",15,18.2464619935044
"DEU",2021,"Rubella",17,489.133271924385
"DEU",2021,"T",20,25.8455416449321
"DEU",2022,"D",20,5.56741320572497
"DEU",2022,"HPV",2,2240.09178928315
"DEU",2022,"HepB",3,4906.75688049884
"DEU",2022,"Hib",5,83.7109549881326
"DEU",2022,"Measles",8,2190.20049394009
"DEU",2022,"Measles",9,320.961108680185
"DEU",2022,"P",20,196.591255771254
"DEU",2022,"PCV",13,94.4372795587935
"DEU",2022,"Rota",15,20.0610625266023
"DEU",2022,"Rubella",17,490.753620474681
"DEU",2022,"T",20,26.0441364483548
"DEU",2023,"D",20,5.55754481891362
"DEU",2023,"HPV",2,2270.14876668845
"DEU",2023,"HepB",3,4923.02569539174
"DEU",2023,"Hib",5,83.6965951418336
"DEU",2023,"Measles",8,2177.28953872635
"DEU",2023,"Measles",9,319.469484807054
"DEU",2023,"P",20,196.242792583056
"DEU",2023,"PCV",13,95.9249879612352
"DEU",2023,"Rota",15,21.3763079497165
"DEU",2023,"Rubella",17,487.860689881129
"DEU",2023,"T",20,25.9979725292881
"DEU",2024,"D",20,5.53719946556949
"DEU",2024,"HPV",2,2250.66839715671
"DEU",2024,"HepB",3,4927.24207639357
"DEU",2024,"Hib",5,83.511524378912
"DEU",2024,"Measles",8,2160.78855478813
"DEU",2024,"Measles",9,317.438946048902
"DEU",2024,"P",20,195.524376612257
"DEU",2024,"PCV",13,96.9937675390256
"DEU",2024,"Rota",15,22.3837836697544
"DEU",2024,"Rubella",17,484.163349098182
"DEU",2024,"T",20,25.9027977795427
"DEU",2025,"D",20,5.51990750402428
"DEU",2025,"HPV",2,2273.98877764055
"DEU",2025,"HepB",3,4931.64506722587
"DEU",2025,"Hib",5,83.3605019320233
"DEU",2025,"Measles",8,2145.97396969341
"DEU",2025,"Measles",9,315.643905080649
"DEU",2025,"P",20,194.913779139192
"DEU",2025,"PCV",13,97.9072811846459
"DEU",2025,"Rota",15,23.1850976992724
"DEU",2025,"Rubella",17,480.84387615898
"DEU",2025,"T",20,25.8219066745893
"DEU",2026,"D",20,5.49543445749186
"DEU",2026,"HPV",2,2286.82297437057
"DEU",2026,"HepB",3,4927.33796372096
"DEU",2026,"Hib",5,83.0899723302553
"DEU",2026,"Measles",8,2128.83844246153
"DEU",2026,"Measles",9,313.495382594754
"DEU",2026,"P",20,194.049609950994
"DEU",2026,"PCV",13,98.5114619048856
"DEU",2026,"Rota",15,23.7785746149523
"DEU",2026,"Rubella",17,477.004354594149
"DEU",2026,"T",20,25.7074227410918
"DEU",2027,"D",20,5.4686934797052
"DEU",2027,"HPV",2,2654.83746197583
"DEU",2027,"HepB",3,4918.90188514761
"DEU",2027,"Hib",5,82.7748716400369
"DEU",2027,"Measles",8,2111.27988636722
"DEU",2027,"Measles",9,311.272240474302
"DEU",2027,"P",20,193.105357708638
"DEU",2027,"PCV",13,98.9155292848341
"DEU",2027,"Rota",15,24.2172264129289
"DEU",2027,"Rubella",17,473.070045841395
"DEU",2027,"T",20,25.5823295158356
"DEU",2028,"D",20,5.43803122878287
"DEU",2028,"HPV",2,3009.90999744169
"DEU",2028,"HepB",3,4905.03705700595
"DEU",2028,"Hib",5,82.3909287928417
"DEU",2028,"Measles",8,2092.64374999494
"DEU",2028,"Measles",9,308.877909567556
"DEU",2028,"P",20,192.022641159524
"DEU",2028,"PCV",13,99.1096884269013
"DEU",2028,"Rota",15,24.5206741667727
"DEU",2028,"Rubella",17,468.894285941029
"DEU",2028,"T",20,25.4388927315829
"DEU",2029,"D",20,5.39565435843409
"DEU",2029,"HPV",2,3458.22750842783
"DEU",2029,"HepB",3,4878.8608449137
"DEU",2029,"Hib",5,81.8206229884756
"DEU",2029,"Measles",8,2069.92881506387
"DEU",2029,"Measles",9,305.868626733671
"DEU",2029,"P",20,190.52626899355
"DEU",2029,"PCV",13,98.968270024156
"DEU",2029,"Rota",15,24.6750692723056
"DEU",2029,"Rubella",17,463.804598221978
"DEU",2029,"T",20,25.2406554258836
"DEU",2030,"D",20,5.33773441262397
"DEU",2030,"HPV",2,3737.23791172915
"DEU",2030,"HepB",3,4837.00988771159
"DEU",2030,"Hib",5,81.0061952977625
"DEU",2030,"Measles",8,2041.68592188986
"DEU",2030,"Measles",9,302.028280903523
