"","disease","year","target_deaths_averted","observed_deaths_averted","gap","region"
"132","D",2020,499.597281103826,476.773105194636,-22.8241759091895,"PAHO"
"133","D",2020,896.192281562175,901.352718373131,5.16043681095573,"WPRO"
"134","D",2020,7902.03849805651,7367.02326377757,-535.015234278941,"SEARO"
"135","HPV",2020,1640.48416302785,0,-1640.48416302785,"EMRO"
"136","HPV",2020,65812.6898958743,2220.91543877831,-63591.774457096,"PAHO"
"137","HPV",2020,17596.9084230022,1411.05487332602,-16185.8535496762,"EURO"
"138","HPV",2020,11943.3903687831,93.7233254889534,-11849.6670432941,"WPRO"
"139","HPV",2020,10481.1322397949,0,-10481.1322397949,"SEARO"
"140","HPV",2020,116691.675541269,57573.3811579166,-59118.2943833527,"AFRO"
"141","HepB",2020,82850.0058207995,80356.6401311836,-2493.36568961582,"EMRO"
"142","HepB",2020,311623.147918879,301432.146834121,-10191.0010847578,"AFRO"
"143","HepB",2020,97499.5252760045,96336.6248906987,-1162.90038530585,"EURO"
"144","HepB",2020,125731.258499014,129769.953148796,4038.69464978162,"PAHO"
"145","HepB",2020,451212.870046903,451304.425250304,91.5552034009015,"WPRO"
"146","HepB",2020,223145.715742305,209043.38811499,-14102.3276273148,"SEARO"
"147","Hib",2020,33358.4338639045,32316.9656891448,-1041.46817475971,"EMRO"
"148","Hib",2020,100502.616145246,97171.4593998807,-3331.1567453652,"AFRO"
"149","Hib",2020,4351.30533331222,4257.79970432734,-93.5056289848853,"EURO"
"150","Hib",2020,6112.75568246142,5848.01212669174,-264.743555769682,"PAHO"
"151","Hib",2020,4159.76089072065,4195.01019142113,35.2493007004769,"WPRO"
"152","Hib",2020,55343.9058057006,52038.5780176481,-3305.32778805245,"SEARO"
"153","JE",2020,9969.66927529048,9726.98539877233,-242.683876518149,"SEARO"
"154","JE",2020,1158.11695676138,0,-1158.11695676138,"WPRO"
"155","Measles",2020,293011.040190542,295772.890442455,2761.85025191231,"EMRO"
"156","Measles",2020,746047.89070644,738734.320126374,-7313.57058006653,"AFRO"
"157","Measles",2020,66654.4481748737,65446.1449002583,-1208.30327461538,"EURO"
"158","Measles",2020,102585.660314732,99157.3410120973,-3428.31930263442,"PAHO"
"159","Measles",2020,113711.079613165,113705.359793043,-5.71982012221997,"WPRO"
"160","Measles",2020,333573.621893798,314899.432698532,-18674.1891952656,"SEARO"
"161","MenA",2020,3758.55874891407,3790.8563643836,32.2976154695302,"AFRO"
"162","MenA",2020,1662.72078228511,1628.69300813602,-34.0277741490902,"EMRO"
"163","P",2020,60323.4183943693,58216.7453954289,-2106.67299894043,"EMRO"
"164","P",2020,168838.877683996,162870.637984468,-5968.23969952777,"AFRO"
"165","P",2020,11698.9446465405,11442.1038897516,-256.840756788828,"EURO"
"166","P",2020,17158.4282472166,16382.1563141148,-776.27193310186,"PAHO"
"167","P",2020,29130.2264208252,29310.2114687773,179.985047952043,"WPRO"
"168","P",2020,191525.896777565,178868.16538469,-12657.7313928752,"SEARO"
"169","PCV",2020,25260.4431329236,24573.1284113801,-687.314721543491,"EMRO"
"170","PCV",2020,88235.7346836189,85255.4317596375,-2980.30292398136,"AFRO"
"171","PCV",2020,3763.279357724,3650.08171443253,-113.197643291471,"EURO"
"172","PCV",2020,6420.63180610707,6065.12758436302,-355.504221744047,"PAHO"
"173","PCV",2020,2994.45100965084,3368.94480301436,374.493793363521,"WPRO"
"174","PCV",2020,15103.9997804055,17451.3830136811,2347.38323327565,"SEARO"
"175","Rota",2020,6521.02901603334,6627.14426254778,106.11524651444,"EMRO"
"176","Rota",2020,17103.8975059447,16671.2766627244,-432.620843220291,"AFRO"
"177","Rota",2020,1645.39738354697,1567.29777206387,-78.0996114831023,"PAHO"
"178","Rota",2020,334.781602625443,412.39936663415,77.6177640087076,"EURO"
"179","Rota",2020,21.0233346012076,21.0457674195671,0.0224328183594906,"WPRO"
"180","Rota",2020,6894.82178611156,10667.4601219085,3772.63833579694,"SEARO"
"181","Rubella",2020,4444.06131251603,4278.51696071573,-165.544351800306,"AFRO"
"182","Rubella",2020,6256.62583352876,6132.56620822654,-124.05962530222,"EURO"
"183","Rubella",2020,2859.83442099102,2838.83917320966,-20.9952477813595,"EMRO"
"184","Rubella",2020,11194.173118015,11014.9873997836,-179.185718231447,"PAHO"
"185","Rubella",2020,5555.79437498893,5558.98091629773,3.18654130879986,"WPRO"
"186","Rubella",2020,14356.6008340774,13438.9425279263,-917.658306151074,"SEARO"
"187","T",2020,6223.12968643142,5991.51575752577,-231.613928905656,"EMRO"
"188","T",2020,12006.0434110691,11623.3722914766,-382.671119592438,"AFRO"
"189","T",2020,1174.31189793756,1150.06629596806,-24.2456019695016,"EURO"
"190","T",2020,1976.29778466739,1887.07430143951,-89.2234832278839,"PAHO"
"191","T",2020,3172.38864087067,3193.68079219182,21.2921513211495,"WPRO"
"192","T",2020,18353.5551969777,17165.4103925855,-1188.14480439226,"SEARO"
"193","TB",2020,13339.6702879321,13275.5069420183,-64.1633459138757,"EMRO"
"194","TB",2020,48336.1302923308,47122.8291393495,-1213.30115298126,"AFRO"
"195","TB",2020,1365.89132239399,1374.09862641356,8.20730401956871,"EURO"
"196","TB",2020,2507.98942825181,2216.70281211327,-291.28661613854,"PAHO"
"197","TB",2020,49765.1830725284,46577.0207285521,-3188.16234397629,"SEARO"
"198","TB",2020,4414.143456346,4262.15926459776,-151.98419174824,"WPRO"
"199","YF",2020,122445.789119881,119823.445942979,-2622.34317690194,"AFRO"
"200","YF",2020,4836.81056127484,4566.82739953991,-269.983161734925,"PAHO"
"201","D",2021,1923.30169019923,1881.8740149836,-41.4276752156311,"EMRO"
"202","D",2021,3541.91325708308,3335.82338373071,-206.089873352367,"AFRO"
"203","D",2021,317.48939744095,313.007377486594,-4.48201995435585,"EURO"
"204","D",2021,490.980112031523,465.05902524674,-25.9210867847833,"PAHO"
"205","D",2021,855.486484338226,763.824516601984,-91.6619677362416,"WPRO"
"206","D",2021,7787.83970374183,7007.81960050901,-780.020103232816,"SEARO"
"207","HPV",2021,152369.973818313,54975.8736672576,-97394.1001510558,"AFRO"
"208","HPV",2021,18034.7939135903,1297.61723135627,-16737.1766822341,"EURO"
"209","HPV",2021,2359.80148827068,0,-2359.80148827068,"EMRO"
"210","HPV",2021,66482.6810785398,884.033933087664,-65598.6471454521,"PAHO"
"211","HPV",2021,15841.2807530663,79.3228473823558,-15761.9579056839,"WPRO"
"212","HPV",2021,14408.5959788518,0,-14408.5959788518,"SEARO"
"213","HepB",2021,82858.6622771149,81109.4218585226,-1749.24041859226,"EMRO"
"214","HepB",2021,316075.216694013,300344.271955222,-15730.9447387903,"AFRO"
"215","HepB",2021,95911.1552663519,94661.6509297111,-1249.50433664081,"EURO"
"216","HepB",2021,122160.77871857,125673.133971312,3512.35525274253,"PAHO"
"217","HepB",2021,389086.131250189,381140.234612025,-7945.89663816325,"WPRO"
"218","HepB",2021,220571.368852275,192034.335880697,-28537.0329715776,"SEARO"
"219","Hib",2021,33622.4889419814,32613.1286482896,-1009.36029369179,"EMRO"
"220","Hib",2021,102210.998727995,96421.5052335009,-5789.49349449461,"AFRO"
"221","Hib",2021,4312.5621908633,4251.4836602774,-61.0785305858981,"EURO"
"222","Hib",2021,6011.74141195159,5695.93590226069,-315.805509690897,"PAHO"
"223","Hib",2021,4161.05122626764,3674.46578010542,-486.585446162228,"WPRO"
"224","Hib",2021,54568.0038546245,49895.5056395887,-4672.49821503578,"SEARO"
"225","JE",2021,9823.73099879764,8929.18598913594,-894.545009661704,"SEARO"
"226","JE",2021,1149.31705576992,0,-1149.31705576992,"WPRO"
"227","Measles",2021,294569.511362959,293095.856071201,-1473.65529175737,"EMRO"
"228","Measles",2021,757903.362900299,734378.524751583,-23524.8381487166,"AFRO"
"229","Measles",2021,65513.8663639352,64663.8282214739,-850.038142461344,"EURO"
"230","Measles",2021,100572.402515114,96273.6983773932,-4298.70413772108,"PAHO"
"231","Measles",2021,100401.566552169,96969.0453242134,-3432.52122795598,"WPRO"
"232","Measles",2021,328994.79878332,302802.43798896,-26192.3607943604,"SEARO"
"233","MenA",2021,3846.0472008341,4291.09091373067,445.043712896567,"AFRO"
"234","MenA",2021,1681.08758278142,1563.41145198672,-117.6761307947,"EMRO"
"235","P",2021,60664.268353375,59221.2110151313,-1443.0573382437,"EMRO"
"236","P",2021,171034.865362081,161173.979234325,-9860.88612775592,"AFRO"
"237","P",2021,11565.9908257139,11387.9765360587,-178.014289655197,"EURO"
"238","P",2021,16878.3505569737,16012.4273941423,-865.923162831343,"PAHO"
"239","P",2021,27190.6578813271,24852.7013653131,-2337.95651601399,"WPRO"
"240","P",2021,188763.610091712,169837.88394461,-18925.7261471025,"SEARO"
"241","PCV",2021,25488.3957479209,24509.9169550354,-978.478792885497,"EMRO"
"242","PCV",2021,89706.9775319227,83162.7981625116,-6544.17936941113,"AFRO"
"243","PCV",2021,3715.86494410326,3697.40239480882,-18.4625492944424,"EURO"
"244","PCV",2021,6316.1829078923,5793.12487209627,-523.058035796027,"PAHO"
"245","PCV",2021,2997.72037820802,2896.73968105132,-100.980697156696,"WPRO"
"246","PCV",2021,14967.4571924065,18020.4585753618,3053.0013829553,"SEARO"
"247","Rota",2021,6581.60098596886,6618.3229335053,36.7219475364409,"EMRO"
"248","Rota",2021,17367.1603411029,16172.4501883097,-1194.71015279319,"AFRO"
"249","Rota",2021,1616.85266944913,1483.87329894106,-132.979370508073,"PAHO"
"250","Rota",2021,335.289753461605,345.550867721017,10.2611142594127,"EURO"
"251","Rota",2021,20.7360950450959,21.3254141116742,0.589319066578323,"WPRO"
"252","Rota",2021,6774.44404859632,10609.0350194999,3834.59097090358,"SEARO"
"253","Rubella",2021,4500.23606031736,4206.64851434982,-293.58754596754,"AFRO"
"254","Rubella",2021,6147.46850704912,6029.47588330945,-117.992623739664,"EURO"
"255","Rubella",2021,2811.46949198184,2791.54463487026,-19.9248571115813,"EMRO"
"256","Rubella",2021,10914.7347319951,10754.888283091,-159.84644890414,"PAHO"
"257","Rubella",2021,5176.66576092117,4912.93616690028,-263.729594020885,"WPRO"
"258","Rubella",2021,14142.5161779955,13015.0171877657,-1127.49899022985,"SEARO"
"259","T",2021,6257.64786560202,6105.80443431524,-151.843431286784,"EMRO"
"260","T",2021,12165.3557909605,11419.9433964721,-745.412394488336,"AFRO"
"261","T",2021,1160.26894946024,1142.71757501938,-17.5513744408627,"EURO"
"262","T",2021,1941.51742398614,1839.32073002782,-102.196693958325,"PAHO"
"263","T",2021,2945.93565635659,2713.65205290879,-232.283603447795,"WPRO"
"264","T",2021,18090.5521437527,16334.6304054939,-1755.92173825881,"SEARO"
"265","TB",2021,13443.6475393883,13354.7979322672,-88.8496071211139,"EMRO"
"266","TB",2021,48958.4409410184,46017.6535284426,-2940.7874125758,"AFRO"
"267","TB",2021,1351.73602218452,1357.20431555054,5.46829336602104,"EURO"
"268","TB",2021,2477.26314993605,2392.41685674765,-84.8462931884001,"PAHO"
"269","TB",2021,49038.1834752179,44438.1655025638,-4600.01797265415,"SEARO"
"270","TB",2021,4253.52595778149,3484.69153794377,-768.834419837722,"WPRO"
"271","YF",2021,124476.582099979,118757.642323329,-5718.9397766504,"AFRO"
"272","YF",2021,4737.85221458379,4519.57808908611,-218.274125497685,"PAHO"
"273","D",2022,1951.45866748131,1940.51309867481,-10.945568806502,"EMRO"
"274","D",2022,3649.15103925649,3366.8251371406,-282.325902115895,"AFRO"
"275","D",2022,311.059762943201,308.91712138631,-2.14264155689079,"EURO"
"276","D",2022,494.518825124505,479.702986393049,-14.8158387314559,"PAHO"
"277","D",2022,846.774073074652,836.222790059327,-10.5512830153255,"WPRO"
"278","D",2022,7812.70168424632,7841.96934654911,29.2676623027928,"SEARO"
"279","HPV",2022,192400.860919128,61067.0991939279,-131333.7617252,"AFRO"
"280","HPV",2022,18861.1007157597,1481.39212866308,-17379.7085870966,"EURO"
"281","HPV",2022,14772.0861893346,0,-14772.0861893346,"EMRO"
"282","HPV",2022,68424.7666369573,15933.7807235405,-52490.9859134168,"PAHO"
"283","HPV",2022,21901.870041057,71.1868272816019,-21830.6832137754,"WPRO"
"284","HPV",2022,27102.2813689481,2059.74687484233,-25042.5344941058,"SEARO"
"285","HepB",2022,84131.737148676,82621.4903586237,-1510.24679005228,"EMRO"
"286","HepB",2022,329625.92989691,305034.84228687,-24591.0876100399,"AFRO"
"287","HepB",2022,94549.7631759294,93680.703391976,-869.059783953446,"EURO"
"288","HepB",2022,125855.54709285,131896.738220985,6041.19112813474,"PAHO"
"289","HepB",2022,355314.227763211,352669.238206215,-2644.98955699604,"WPRO"
"290","HepB",2022,224295.730157443,217920.323567506,-6375.40658993684,"SEARO"
"291","Hib",2022,34539.7865141318,33625.4529112918,-914.333602840008,"EMRO"
"292","Hib",2022,107201.249541962,98199.4464356266,-9001.8031063352,"AFRO"
"293","Hib",2022,4241.16604587922,4216.28827360036,-24.8777722788627,"EURO"
"294","Hib",2022,6098.1004855773,5865.96556248449,-232.134923092814,"PAHO"
"295","Hib",2022,4250.75981293065,4165.9274303768,-84.8323825538473,"WPRO"
"296","Hib",2022,54743.4235183335,54724.6760314834,-18.7474868501231,"SEARO"
"297","JE",2022,9824.49249161902,10164.0868977552,339.594406136222,"SEARO"
"298","JE",2022,1134.54859001457,0,-1134.54859001457,"WPRO"
"299","Measles",2022,302398.333949005,297946.98002952,-4451.35391948529,"EMRO"
"300","Measles",2022,809517.148274408,747510.509221119,-62006.6390532892,"AFRO"
"301","Measles",2022,64717.7756625234,63287.7559825106,-1430.01968001277,"EURO"
"302","Measles",2022,101421.785720866,95603.0858818962,-5818.69983896933,"PAHO"
"303","Measles",2022,93641.7642377365,91816.5006238954,-1825.26361384112,"WPRO"
"304","Measles",2022,329117.731285205,325433.020106957,-3684.71117824758,"SEARO"
"305","MenA",2022,4093.12221776039,4605.7766528942,512.654435133811,"AFRO"
"306","MenA",2022,1726.60379233345,0,-1726.60379233345,"EMRO"
"307","P",2022,61668.6530276477,61076.9960546141,-591.656973033518,"EMRO"
"308","P",2022,177626.623603747,163172.457862358,-14454.1657413891,"AFRO"
"309","P",2022,11335.6516771355,11270.6885929481,-64.9630841873113,"EURO"
"310","P",2022,17067.8937577434,16478.6247194832,-589.269038260143,"PAHO"
"311","P",2022,26440.6464627427,26186.8518252746,-253.794637468054,"WPRO"
"312","P",2022,189352.394700575,189555.152113496,202.757412920968,"SEARO"
"313","PCV",2022,26147.5729335649,25148.4484314678,-999.124502097173,"EMRO"
"314","PCV",2022,94437.2025299888,84795.1999916104,-9642.00253837838,"AFRO"
"315","PCV",2022,3671.65766916953,3631.8425352294,-39.8151339401265,"EURO"
"316","PCV",2022,6395.50095663539,6013.02392948942,-382.477027145976,"PAHO"
"317","PCV",2022,3198.31819886217,3480.72394382099,282.405744958815,"WPRO"
"318","PCV",2022,24457.108712212,34625.0245956877,10167.9158834757,"SEARO"
"319","Rota",2022,6840.473685692,6802.98522728322,-37.4884584087777,"EMRO"
"320","Rota",2022,18125.9000165238,15357.2160050475,-2768.68401147626,"AFRO"
"321","Rota",2022,1647.88784836967,1569.21890617697,-78.6689421926988,"PAHO"
"322","Rota",2022,366.674808976376,361.721138817725,-4.95367015865173,"EURO"
"323","Rota",2022,21.137978766548,20.4460728276212,-0.691905938926734,"WPRO"
"324","Rota",2022,7999.46993851324,11754.7741035452,3755.30416503196,"SEARO"
"325","Rubella",2022,4675.59861524334,4344.59831338298,-331.000301860357,"AFRO"
"326","Rubella",2022,6071.39210724501,5920.54012438919,-150.851982855813,"EURO"
"327","Rubella",2022,2762.17923345427,2744.76593406899,-17.4132993852786,"EMRO"
"328","Rubella",2022,10953.1154600722,10667.8874099313,-285.228050140973,"PAHO"
"329","Rubella",2022,4985.27766345771,4859.88563528107,-125.392028176633,"WPRO"
"330","Rubella",2022,14127.6991283239,14002.6095183039,-125.08961001999,"SEARO"
"331","T",2022,6359.25509704389,6300.08225803468,-59.1728390092085,"EMRO"
"332","T",2022,12583.6648683879,11578.4361667934,-1005.22870159451,"AFRO"
"333","T",2022,1138.6069679932,1130.47098373253,-8.13598426066642,"EURO"
"334","T",2022,1955.35556586529,1896.08438413651,-59.2711817287736,"PAHO"
"335","T",2022,2852.75096056971,2826.20871491289,-26.5422456568131,"WPRO"
"336","T",2022,18146.3560996036,18144.417909104,-1.93819049968442,"SEARO"
"337","TB",2022,13600.4118018413,13696.1570874113,95.7452855700358,"EMRO"
"338","TB",2022,50202.8504050808,47449.8751033052,-2752.97530177565,"AFRO"
"339","TB",2022,1325.71963065326,1331.08424724526,5.36461659200631,"EURO"
"340","TB",2022,2477.67325528161,2465.26147573994,-12.4117795416641,"PAHO"
"341","TB",2022,49068.3135218295,48567.4650964501,-500.848425379336,"SEARO"
"342","TB",2022,4237.84128236506,3933.9760451809,-303.865237184159,"WPRO"
"343","YF",2022,134789.187477793,119325.241134319,-15463.9463434737,"AFRO"
"344","YF",2022,4940.3655276983,4438.34985562421,-502.015672074084,"PAHO"
