"disease","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"PCV","0 (0-0)","0 (0-0)","0.1 (0.1-0.1)","0.2 (0.1-0.2)","0.3 (0.2-0.4)","0.5 (0.4-0.7)","0.8 (0.6-1)","1 (0.8-1.3)","1.2 (0.9-1.5)","1.2 (0.9-1.6)","1.3 (0.9-1.7)","1.4 (1-1.7)","1.4 (0.9-1.8)","1.4 (0.9-1.8)","1.5 (1.1-2)","1.7 (1.3-2.2)","1.9 (1.4-2.5)","2 (1.4-2.7)","2 (1.4-2.6)","2.2 (1.5-2.8)","2.3 (1.5-3)","2.3 (1.4-3.1)","2.4 (1.6-3.1)"
